LGA_CODE_2016,M_LPLFS_EFT_DC_0_4,M_LPLFS_EFT_DC_5_9,M_LPLFS_EFT_DC_10_12,M_LPLFS_EFT_DC_13_14,M_LPLFS_EFT_DC_15_17,M_LPLFS_EFT_DC_18_20,M_LPLFS_EFT_DC_21_24,M_LPLFS_EFT_T,M_LPLFS_EPT_DC_0_4,M_LPLFS_EPT_DC_5_9,M_LPLFS_EPT_DC_10_12,M_LPLFS_EPT_DC_13_14,M_LPLFS_EPT_DC_15_17,M_LPLFS_EPT_DC_18_20,M_LPLFS_EPT_DC_21_24,M_LPLFS_EPT_T,M_LPLFS_EAW_DC_0_4,M_LPLFS_EAW_DC_5_9,M_LPLFS_EAW_DC_10_12,M_LPLFS_EAW_DC_13_14,M_LPLFS_EAW_DC_15_17,M_LPLFS_EAW_DC_18_20,M_LPLFS_EAW_DC_21_24,M_LPLFS_EAW_T,M_LPLFS_HNS_DC_0_4,M_LPLFS_HNS_DC_5_9,M_LPLFS_HNS_DC_10_12,M_LPLFS_HNS_DC_13_14,M_LPLFS_HNS_DC_15_17,M_LPLFS_HNS_DC_18_20,M_LPLFS_HNS_DC_21_24,M_LPLFS_HNS_T,M_LPLFS_EW_T_DC_0_4,M_LPLFS_EW_T_DC_5_9,M_LPLFS_EW_T_DC_10_12,M_LPLFS_EW_T_DC_13_14,M_LPLFS_EW_T_DC_15_17,M_LPLFS_EW_T_DC_18_20,M_LPLFS_EW_T_DC_21_24,M_LPLFS_EW_T_T,M_LPLFS_ULFTW_DC_0_4,M_LPLFS_ULFTW_DC_5_9,M_LPLFS_ULFTW_DC_10_12,M_LPLFS_ULFTW_DC_13_14,M_LPLFS_ULFTW_DC_15_17,M_LPLFS_ULFTW_DC_18_20,M_LPLFS_ULFTW_DC_21_24,M_LPLFS_ULFTW_T,M_LPLFS_ULPTW_DC_0_4,M_LPLFS_ULPTW_DC_5_9,M_LPLFS_ULPTW_DC_10_12,M_LPLFS_ULPTW_DC_13_14,M_LPLFS_ULPTW_DC_15_17,M_LPLFS_ULPTW_DC_18_20,M_LPLFS_ULPTW_DC_21_24,M_LPLFS_ULPTW_T,M_LPLFS_U_T_DC_0_4,M_LPLFS_U_T_DC_5_9,M_LPLFS_U_T_DC_10_12,M_LPLFS_U_T_DC_13_14,M_LPLFS_U_T_DC_15_17,M_LPLFS_U_T_DC_18_20,M_LPLFS_U_T_DC_21_24,M_LPLFS_U_T_T,M_LPLFS_T_LF_DC_0_4,M_LPLFS_T_LF_DC_5_9,M_LPLFS_T_LF_DC_10_12,M_LPLFS_T_LF_DC_13_14,M_LPLFS_T_LF_DC_15_17,M_LPLFS_T_LF_DC_18_20,M_LPLFS_T_LF_DC_21_24,M_LPLFS_T_LF_T,M_LPLFS_NLF_DC_0_4,M_LPLFS_NLF_DC_5_9,M_LPLFS_NLF_DC_10_12,M_LPLFS_NLF_DC_13_14,M_LPLFS_NLF_DC_15_17,M_LPLFS_NLF_DC_18_20,M_LPLFS_NLF_DC_21_24,M_LPLFS_NLF_T,M_LPLFS_LFSNS_DC_0_4,M_LPLFS_LFSNS_DC_5_9,M_LPLFS_LFSNS_DC_10_12,M_LPLFS_LFSNS_DC_13_14,M_LPLFS_LFSNS_DC_15_17,M_LPLFS_LFSNS_DC_18_20,M_LPLFS_LFSNS_DC_21_24,M_LPLFS_LFSNS_T,M_LPLFS_T_DC_0_4,M_LPLFS_T_DC_5_9,M_LPLFS_T_DC_10_12,M_LPLFS_T_DC_13_14,M_LPLFS_T_DC_15_17,M_LPLFS_T_DC_18_20,M_LPLFS_T_DC_21_24,M_LPLFS_T_T,F_LPLFS_EFT_DC_0_4,F_LPLFS_EFT_DC_5_9,F_LPLFS_EFT_DC_10_12,F_LPLFS_EFT_DC_13_14,F_LPLFS_EFT_DC_15_17,F_LPLFS_EFT_DC_18_20,F_LPLFS_EFT_DC_21_24,F_LPLFS_EFT_T,F_LPLFS_EPT_DC_0_4,F_LPLFS_EPT_DC_5_9,F_LPLFS_EPT_DC_10_12,F_LPLFS_EPT_DC_13_14,F_LPLFS_EPT_DC_15_17,F_LPLFS_EPT_DC_18_20,F_LPLFS_EPT_DC_21_24,F_LPLFS_EPT_T,F_LPLFS_EAW_DC_0_4,F_LPLFS_EAW_DC_5_9,F_LPLFS_EAW_DC_10_12,F_LPLFS_EAW_DC_13_14,F_LPLFS_EAW_DC_15_17,F_LPLFS_EAW_DC_18_20,F_LPLFS_EAW_DC_21_24,F_LPLFS_EAW_T,F_LPLFS_HNS_DC_0_4,F_LPLFS_HNS_DC_5_9,F_LPLFS_HNS_DC_10_12,F_LPLFS_HNS_DC_13_14,F_LPLFS_HNS_DC_15_17,F_LPLFS_HNS_DC_18_20,F_LPLFS_HNS_DC_21_24,F_LPLFS_HNS_T,F_LPLFS_EW_T_DC_0_4,F_LPLFS_EW_T_DC_5_9,F_LPLFS_EW_T_DC_10_12,F_LPLFS_EW_T_DC_13_14,F_LPLFS_EW_T_DC_15_17,F_LPLFS_EW_T_DC_18_20,F_LPLFS_EW_T_DC_21_24,F_LPLFS_EW_T_T,F_LPLFS_ULFTW_DC_0_4,F_LPLFS_ULFTW_DC_5_9,F_LPLFS_ULFTW_DC_10_12,F_LPLFS_ULFTW_DC_13_14,F_LPLFS_ULFTW_DC_15_17,F_LPLFS_ULFTW_DC_18_20,F_LPLFS_ULFTW_DC_21_24,F_LPLFS_ULFTW_T,F_LPLFS_ULPTW_DC_0_4,F_LPLFS_ULPTW_DC_5_9,F_LPLFS_ULPTW_DC_10_12,F_LPLFS_ULPTW_DC_13_14,F_LPLFS_ULPTW_DC_15_17,F_LPLFS_ULPTW_DC_18_20,F_LPLFS_ULPTW_DC_21_24,F_LPLFS_ULPTW_T,F_LPLFS_U_T_DC_0_4,F_LPLFS_U_T_DC_5_9,F_LPLFS_U_T_DC_10_12,F_LPLFS_U_T_DC_13_14,F_LPLFS_U_T_DC_15_17,F_LPLFS_U_T_DC_18_20,F_LPLFS_U_T_DC_21_24,F_LPLFS_U_T_T,F_LPLFS_T_LF_DC_0_4,F_LPLFS_T_LF_DC_5_9,F_LPLFS_T_LF_DC_10_12,F_LPLFS_T_LF_DC_13_14,F_LPLFS_T_LF_DC_15_17,F_LPLFS_T_LF_DC_18_20,F_LPLFS_T_LF_DC_21_24,F_LPLFS_T_LF_T,F_LPLFS_NLF_DC_0_4,F_LPLFS_NLF_DC_5_9,F_LPLFS_NLF_DC_10_12,F_LPLFS_NLF_DC_13_14,F_LPLFS_NLF_DC_15_17,F_LPLFS_NLF_DC_18_20,F_LPLFS_NLF_DC_21_24,F_LPLFS_NLF_T,F_LPLFS_LFSNS_DC_0_4,F_LPLFS_LFSNS_DC_5_9,F_LPLFS_LFSNS_DC_10_12,F_LPLFS_LFSNS_DC_13_14,F_LPLFS_LFSNS_DC_15_17,F_LPLFS_LFSNS_DC_18_20,F_LPLFS_LFSNS_DC_21_24,F_LPLFS_LFSNS_T,F_LPLFS_T_DC_0_4,F_LPLFS_T_DC_5_9,F_LPLFS_T_DC_10_12,F_LPLFS_T_DC_13_14,F_LPLFS_T_DC_15_17,F_LPLFS_T_DC_18_20,F_LPLFS_T_DC_21_24,F_LPLFS_T_T,T_LPLFS_EFT_DC_0_4,T_LPLFS_EFT_DC_5_9,T_LPLFS_EFT_DC_10_12,T_LPLFS_EFT_DC_13_14,T_LPLFS_EFT_DC_15_17,T_LPLFS_EFT_DC_18_20,T_LPLFS_EFT_DC_21_24,T_LPLFS_EFT_T
LGA17750,22,43,38,47,46,9,3,210,6,10,9,7,11,4,0,49,0,0,4,0,0,0,0,6,0,0,0,4,0,0,0,3,32,52,46,63,60,20,3,272,0,3,8,3,0,0,0,17,0,0,0,0,3,0,0,5,0,3,8,3,3,0,0,16,30,55,52,62,58,20,4,286,11,19,15,10,10,0,0,72,3,5,3,0,0,0,0,10,51,77,73,74,73,20,3,371,56,172,121,97,182,22,13,670,122,250,124,90,120,17,0,718,18,17,6,3,4,0,0,47,5,6,0,6,4,0,0,30,199,448,260,194,310,45,20,1465,13,28,19,11,10,0,0,93,32,45,16,13,13,0,0,114,46,80,32,24,24,4,0,208,246,519,289,217,332,45,19,1676,454,320,155,110,98,14,6,1159,15,5,10,3,0,0,0,33,714,850,452,329,435,62,26,2864,84,217,155,143,228,40,17,879
LGA17850,0,4,8,3,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,3,4,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,3,4,0,0,17,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,10,7,4,0,0,24,0,3,3,3,0,0,0,6,3,12,4,3,4,0,0,22,0,0,3,0,0,0,0,4,3,0,0,0,0,0,0,3,7,10,10,3,8,0,0,36,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,6,16,14,3,8,0,0,49,13,12,4,0,3,0,0,28,0,0,0,0,0,0,0,5,13,27,22,7,9,3,0,81,0,5,8,5,4,0,0,26
LGA17900,3,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,8,0,3,4,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,6,4,4,8,0,0,3,0,18,5,4,7,0,5,0,0,22,0,3,0,0,0,0,0,5,9,13,14,0,7,3,0,49,6,22,14,9,3,0,0,53,10,23,21,4,8,0,0,62,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,8,23,46,29,9,8,3,0,124,3,14,12,0,3,0,0,24,8,7,0,3,0,0,0,19,6,16,13,5,3,0,0,48,31,66,44,19,14,3,0,174,88,76,27,21,16,3,0,235,0,3,4,3,4,0,0,16,121,144,75,41,32,3,0,420,7,29,14,9,6,0,0,62
LGA17950,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,7,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,6,0,7,7,3,4,0,0,22,3,16,10,3,6,0,0,35,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,21,12,4,11,0,0,59,0,0,3,0,3,0,0,9,4,0,0,4,0,0,0,10,4,0,5,6,5,0,0,16,8,18,18,13,14,0,0,70,23,17,12,3,3,0,0,55,0,0,0,0,0,0,0,0,36,33,22,12,14,4,0,134,0,6,7,3,7,3,0,28
LGA18020,3,8,3,5,5,0,0,22,0,0,3,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,3,4,8,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,6,18,3,4,8,0,0,41,0,4,3,4,0,0,0,11,0,0,0,0,0,0,0,0,6,18,6,11,12,0,0,48,4,9,16,13,16,7,0,65,11,38,20,16,16,3,0,106,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,12,20,51,34,36,29,4,0,180,0,5,6,5,0,0,0,19,7,3,0,4,0,0,0,9,3,12,9,8,3,0,0,36,26,61,40,49,32,9,0,212,64,65,30,22,21,7,0,207,3,4,3,0,0,0,0,10,92,126,75,66,51,13,0,424,7,22,15,21,20,7,0,82
LGA18050,13,25,26,26,34,7,10,142,0,14,9,6,3,3,5,43,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12,37,33,31,42,12,11,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,41,33,31,42,16,14,191,6,11,12,3,6,3,0,42,0,0,0,0,0,0,0,0,23,50,43,39,47,24,13,227,50,144,74,46,83,56,36,478,54,122,69,57,67,34,20,421,3,3,0,0,0,0,0,13,4,0,4,0,4,0,0,9,113,265,148,98,150,88,59,925,0,3,5,6,5,3,0,20,12,20,9,4,0,0,3,41,9,20,7,10,3,3,3,62,125,285,158,110,155,93,62,982,36,63,43,19,45,24,12,228,0,3,0,0,3,0,0,16,157,353,195,123,201,119,75,1224,59,167,101,68,113,64,48,612
LGA18100,0,3,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,3,0,10,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,3,3,0,8,3,0,19,0,4,3,0,4,3,0,18,4,4,9,3,8,0,0,19,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,12,8,0,12,3,0,43,0,3,0,0,0,0,0,4,0,3,0,0,0,0,0,10,0,6,3,0,0,0,0,8,3,14,11,4,10,3,0,53,10,20,7,0,5,0,0,44,0,0,0,0,0,0,0,0,19,31,22,7,13,3,0,96,3,6,3,0,9,4,0,29
LGA18200,0,5,0,3,3,0,0,13,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,3,8,0,5,3,3,0,25,6,7,0,0,3,0,0,11,0,0,0,0,0,0,0,0,7,7,4,8,6,3,0,36,4,7,4,0,7,5,0,30,6,28,21,7,19,3,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,34,27,9,25,3,0,119,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,11,0,8,0,0,0,0,0,8,15,42,28,14,25,3,0,126,40,41,20,7,3,0,0,117,3,7,3,3,0,0,0,13,60,86,49,22,31,6,0,260,3,12,11,7,7,6,0,44
LGA18230,19,41,22,16,40,6,3,155,3,15,3,5,6,0,3,39,0,0,0,0,0,0,0,3,3,6,3,0,3,0,0,12,28,68,30,21,50,6,3,208,8,7,4,3,3,0,0,21,0,8,0,3,0,0,0,11,8,17,4,3,3,0,0,34,34,81,40,27,54,8,3,235,17,24,14,9,17,0,0,89,0,3,0,3,0,0,0,10,51,113,49,41,73,8,3,331,73,166,103,79,120,23,6,573,167,227,116,79,84,15,4,693,17,4,5,3,3,3,0,38,0,7,9,11,8,0,0,38,266,409,234,167,219,40,8,1345,17,28,14,17,8,0,0,95,34,51,19,16,11,3,0,132,55,79,36,29,22,3,3,225,318,495,266,201,237,45,14,1569,436,335,165,86,85,11,3,1126,8,6,6,0,0,0,0,24,770,838,438,280,332,52,15,2723,96,216,128,90,158,25,6,725
LGA18250,21,49,32,25,36,30,16,202,0,6,3,5,5,6,0,33,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,24,54,33,35,42,36,22,248,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,23,54,37,35,47,36,22,257,4,4,11,6,14,4,3,47,0,0,0,0,0,0,0,0,30,62,45,42,60,41,29,300,65,138,107,69,127,80,56,649,40,91,79,52,75,43,27,404,6,4,3,0,0,0,0,21,0,4,0,0,3,0,3,15,114,239,192,119,207,134,87,1092,0,10,8,0,13,4,3,37,3,5,4,6,3,4,0,26,6,19,9,6,14,8,3,70,120,251,205,124,223,144,88,1155,70,136,89,75,97,98,56,613,0,3,3,0,0,0,0,3,187,388,294,205,318,238,146,1774,81,187,141,93,165,113,77,850
LGA18350,10,18,14,13,33,6,0,96,0,8,9,4,9,0,0,32,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,4,10,30,21,24,41,3,5,139,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,3,0,0,0,0,0,5,15,36,22,24,42,3,5,148,4,6,4,3,3,0,0,26,0,0,0,0,0,0,0,0,19,40,28,28,40,8,5,168,27,83,94,93,133,35,7,465,71,157,107,82,103,27,8,550,11,8,5,3,10,0,0,28,0,4,3,4,7,0,0,23,107,246,210,175,255,58,15,1073,4,9,6,0,10,0,0,32,7,24,14,11,8,3,0,61,13,29,18,10,10,3,0,86,120,270,227,193,265,64,22,1162,158,138,79,51,70,16,0,513,0,0,0,0,3,0,0,3,274,407,312,242,340,76,17,1675,32,98,115,108,159,41,8,567
LGA18400,18,27,19,20,35,9,5,135,0,3,3,3,5,3,0,31,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,20,33,27,26,46,17,4,166,0,4,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,11,20,39,31,26,47,18,4,181,10,9,11,8,4,3,0,48,0,0,0,0,0,0,0,0,26,47,43,31,49,19,4,224,38,73,74,56,81,36,12,371,90,150,92,52,78,13,5,492,11,9,5,0,7,0,0,29,0,3,8,3,0,0,0,17,143,236,171,115,172,52,21,914,4,8,8,4,12,3,0,39,18,31,16,5,4,0,0,79,22,43,20,15,16,3,0,119,163,271,195,131,191,50,20,1028,164,153,67,45,58,16,3,502,4,0,3,0,0,0,0,13,335,427,269,173,256,66,24,1547,54,95,93,77,118,44,16,504
LGA18450,52,106,103,87,143,52,32,578,6,35,23,29,36,16,11,140,3,8,4,5,3,4,0,28,6,0,5,0,0,0,0,18,70,145,130,118,184,74,41,765,4,27,9,10,16,0,4,66,7,16,8,4,5,3,0,40,5,42,18,12,14,7,3,103,75,187,149,134,197,77,48,866,40,59,61,45,49,20,10,284,0,0,4,7,3,0,0,12,111,248,214,181,255,95,56,1161,129,303,309,254,434,204,100,1723,334,632,424,285,377,144,54,2247,33,29,23,13,24,3,3,132,16,18,6,3,14,5,0,54,503,978,756,549,856,355,158,4158,29,55,44,27,50,13,6,222,68,97,50,28,42,10,3,300,103,153,89,59,88,25,11,522,604,1126,851,609,943,379,167,4679,915,844,418,296,322,108,48,2961,12,18,11,3,0,0,0,49,1533,1991,1285,900,1267,492,220,7693,176,410,412,340,580,258,130,2298
LGA18500,18,26,13,8,22,12,7,113,0,5,12,3,6,6,7,41,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,21,32,25,11,31,21,13,152,0,0,0,0,3,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,11,20,35,27,17,30,27,13,164,0,3,4,3,6,0,3,26,0,0,3,0,0,0,0,0,19,41,38,17,37,28,15,189,40,126,90,33,75,52,38,453,39,71,46,26,45,18,18,274,3,4,5,3,0,0,3,17,0,0,0,7,7,0,0,11,83,198,140,70,122,74,62,752,0,14,6,0,4,8,3,35,5,12,4,3,7,4,0,31,4,23,7,4,12,12,3,64,90,221,150,71,136,88,64,818,44,59,61,49,56,38,27,333,0,0,0,0,0,0,0,9,139,280,211,120,192,129,89,1163,52,147,101,46,98,66,46,565
LGA18710,3,13,13,6,16,0,3,53,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,17,6,14,0,3,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,12,17,7,14,0,3,60,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,4,14,19,7,20,0,3,70,17,24,33,24,24,8,8,129,25,38,26,14,30,3,0,143,7,0,0,0,0,0,0,10,3,3,3,0,0,0,0,10,45,65,60,47,52,14,6,295,0,8,0,0,0,0,0,6,3,3,8,0,3,0,0,17,6,13,8,3,3,0,0,27,51,75,70,50,54,14,6,322,41,35,16,14,13,0,0,122,3,3,0,0,0,0,0,3,96,115,88,61,70,16,5,448,20,33,41,34,34,8,9,179
LGA19399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,0,0,0,9,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,7,3,0,0,0,0,9,0,3,0,0,0,0,0,5
LGA19499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
