LGA_CODE_2016,M_PoDe_PoDe_NFD_Mng,M_PoDe_PoDe_NFD_Pro,M_PoDe_PoDe_NFD_TTW,M_PoDe_PoDe_NFD_CPS,M_PoDe_PoDe_NFD_CA,M_PoDe_PoDe_NFD_Sal,M_PoDe_PoDe_NFD_MOD,M_PoDe_PoDe_NFD_Lab,M_PoDe_PoDe_NFD_IDNS,M_PoDe_PoDe_NFD_Tot,M_PoDe_DoctDe_Mng,M_PoDe_DoctDe_Pro,M_PoDe_DoctDe_TTW,M_PoDe_DoctDe_CPS,M_PoDe_DoctDe_CA,M_PoDe_DoctDe_Sal,M_PoDe_DoctDe_MOD,M_PoDe_DoctDe_Lab,M_PoDe_DoctDe_IDNS,M_PoDe_DoctDe_Tot,M_PoDe_MasDe_Mng,M_PoDe_MasDe_Pro,M_PoDe_MasDe_TTW,M_PoDe_MasDe_CPS,M_PoDe_MasDe_CA,M_PoDe_MasDe_Sal,M_PoDe_MasDe_MOD,M_PoDe_MasDe_Lab,M_PoDe_MasDe_IDNS,M_PoDe_MasDe_Tot,M_GrDiGrCer_GrDiGrCerNFD_Mng,M_GrDiGrCer_GrDiGrCerNFD_Pro,M_GrDiGrCer_GrDiGrCerNFD_TTW,M_GrDiGrCer_GrDiGrCerNFD_CPS,M_GrDiGrCer_GrDiGrCerNFD_CA,M_GrDiGrCer_GrDiGrCerNFD_Sal,M_GrDiGrCer_GrDiGrCerNFD_MOD,M_GrDiGrCer_GrDiGrCerNFD_Lab,M_GrDiGrCer_GrDiGrCerNFD_IDNS,M_GrDiGrCer_GrDiGrCerNFD_Tot,M_GrDi_GrCer_GrDi_Mng,M_GrDi_GrCer_GrDi_Pro,M_GrDi_GrCer_GrDi_TTW,M_GrDi_GrCer_GrDi_CPS,M_GrDi_GrCer_GrDi_CA,M_GrDi_GrCer_GrDi_Sal,M_GrDi_GrCer_GrDi_MOD,M_GrDi_GrCer_GrDi_Lab,M_GrDi_GrCer_GrDi_IDNS,M_GrDi_GrCer_GrDi_Tot,M_GrDi_GrCer_GradCer_Mng,M_GrDi_GrCer_GradCer_Pro,M_GrDi_GrCer_GradCer_TTW,M_GrDi_GrCer_GradCer_CPS,M_GrDi_GrCer_GradCer_CA,M_GrDi_GrCer_GradCer_Sal,M_GrDi_GrCer_GradCer_MOD,M_GrDi_GrCer_GradCer_Lab,M_GrDi_GrCer_GradCer_IDNS,M_GrDi_GrCer_GradCer_Tot,M_BaDe_BaDe_Mng,M_BaDe_BaDe_Pro,M_BaDe_BaDe_TTW,M_BaDe_BaDe_CPS,M_BaDe_BaDe_CA,M_BaDe_BaDe_Sal,M_BaDe_BaDe_MOD,M_BaDe_BaDe_Lab,M_BaDe_BaDe_IDNS,M_BaDe_BaDe_Tot,M_AdvDi_Di_AdvDi_Di_NFD_Mng,M_AdvDi_Di_AdvDi_Di_NFD_Pro,M_AdvDi_Di_AdvDi_Di_NFD_TTW,M_AdvDi_Di_AdvDi_Di_NFD_CPS,M_AdvDi_Di_AdvDi_Di_NFD_CA,M_AdvDi_Di_AdvDi_Di_NFD_Sal,M_AdvDi_Di_AdvDi_Di_NFD_MOD,M_AdvDi_Di_AdvDi_Di_NFD_Lab,M_AdvDi_Di_AdvDi_Di_NFD_IDNS,M_AdvDi_Di_AdvDi_Di_NFD_Tot,M_AdvDi_Di_AdvDi_AsDe_Mng,M_AdvDi_Di_AdvDi_AsDe_Pro,M_AdvDi_Di_AdvDi_AsDe_TTW,M_AdvDi_Di_AdvDi_AsDe_CPS,M_AdvDi_Di_AdvDi_AsDe_CA,M_AdvDi_Di_AdvDi_AsDe_Sal,M_AdvDi_Di_AdvDi_AsDe_MOD,M_AdvDi_Di_AdvDi_AsDe_Lab,M_AdvDi_Di_AdvDi_AsDe_IDNS,M_AdvDi_Di_AdvDi_AsDe_Tot,M_AdvDi_Di_Dip_Mng,M_AdvDi_Di_Dip_Pro,M_AdvDi_Di_Dip_TTW,M_AdvDi_Di_Dip_CPS,M_AdvDi_Di_Dip_CA,M_AdvDi_Di_Dip_Sal,M_AdvDi_Di_Dip_MOD,M_AdvDi_Di_Dip_Lab,M_AdvDi_Di_Dip_IDNS,M_AdvDi_Di_Dip_Tot,M_Cert_CertIII_IV_Mng,M_Cert_CertIII_IV_Pro,M_Cert_CertIII_IV_TTW,M_Cert_CertIII_IV_CPS,M_Cert_CertIII_IV_CA,M_Cert_CertIII_IV_Sal,M_Cert_CertIII_IV_MOD,M_Cert_CertIII_IV_Lab,M_Cert_CertIII_IV_IDNS,M_Cert_CertIII_IV_Tot,M_Cert_CertI_II_Mng,M_Cert_CertI_II_Pro,M_Cert_CertI_II_TTW,M_Cert_CertI_II_CPS,M_Cert_CertI_II_CA,M_Cert_CertI_II_Sal,M_Cert_CertI_II_MOD,M_Cert_CertI_II_Lab,M_Cert_CertI_II_IDNS,M_Cert_CertI_II_Tot,M_Cert_Cert_nfd_Mng,M_Cert_Cert_nfd_Pro,M_Cert_Cert_nfd_TTW,M_Cert_Cert_nfd_CPS,M_Cert_Cert_nfd_CA,M_Cert_Cert_nfd_Sal,M_Cert_Cert_nfd_MOD,M_Cert_Cert_nfd_Lab,M_Cert_Cert_nfd_IDNS,M_Cert_Cert_nfd_Tot,M_LE_ID_Mng,M_LE_ID_Pro,M_LE_ID_TTW,M_LE_ID_CPS,M_LE_ID_CA,M_LE_ID_Sal,M_LE_ID_MOD,M_LE_ID_Lab,M_LE_ID_IDNS,M_LE_ID_Tot,M_LE_NS_Mng,M_LE_NS_Pro,M_LE_NS_TTW,M_LE_NS_CPS,M_LE_NS_CA,M_LE_NS_Sal,M_LE_NS_MOD,M_LE_NS_Lab,M_LE_NS_IDNS,M_LE_NS_Tot,M_Tot_Mng,M_Tot_Pro,M_Tot_TTW,M_Tot_CPS,M_Tot_CA,M_Tot_Sal,M_Tot_MOD,M_Tot_Lab,M_Tot_IDNS,M_Tot_Tot,F_PoDe_PoDe_NFD_Mng,F_PoDe_PoDe_NFD_Pro,F_PoDe_PoDe_NFD_TTW,F_PoDe_PoDe_NFD_CPS,F_PoDe_PoDe_NFD_CA,F_PoDe_PoDe_NFD_Sal,F_PoDe_PoDe_NFD_MOD,F_PoDe_PoDe_NFD_Lab,F_PoDe_PoDe_NFD_IDNS,F_PoDe_PoDe_NFD_Tot,F_PoDe_DoctDe_Mng,F_PoDe_DoctDe_Pro,F_PoDe_DoctDe_TTW,F_PoDe_DoctDe_CPS,F_PoDe_DoctDe_CA,F_PoDe_DoctDe_Sal,F_PoDe_DoctDe_MOD,F_PoDe_DoctDe_Lab,F_PoDe_DoctDe_IDNS,F_PoDe_DoctDe_Tot,F_PoDe_MasDe_Mng,F_PoDe_MasDe_Pro,F_PoDe_MasDe_TTW,F_PoDe_MasDe_CPS,F_PoDe_MasDe_CA,F_PoDe_MasDe_Sal,F_PoDe_MasDe_MOD,F_PoDe_MasDe_Lab,F_PoDe_MasDe_IDNS,F_PoDe_MasDe_Tot,F_GrDiGrCer_GrDiGrCerNFD_Mng,F_GrDiGrCer_GrDiGrCerNFD_Pro,F_GrDiGrCer_GrDiGrCerNFD_TTW,F_GrDiGrCer_GrDiGrCerNFD_CPS,F_GrDiGrCer_GrDiGrCerNFD_CA,F_GrDiGrCer_GrDiGrCerNFD_Sal,F_GrDiGrCer_GrDiGrCerNFD_MOD,F_GrDiGrCer_GrDiGrCerNFD_Lab,F_GrDiGrCer_GrDiGrCerNFD_IDNS,F_GrDiGrCer_GrDiGrCerNFD_Tot
LGA17550,3,8,0,0,0,0,0,0,0,11,10,78,0,3,0,4,0,0,0,87,82,230,15,8,20,3,5,4,3,378,0,12,0,0,0,0,0,0,0,15,33,119,13,13,6,3,4,5,3,194,14,26,5,3,0,5,0,3,0,51,358,1037,122,139,114,101,47,75,23,2021,3,0,3,3,0,0,0,0,0,17,122,157,111,86,31,33,24,40,8,613,171,151,170,181,72,79,40,66,24,947,732,200,3062,332,223,274,593,739,110,6269,23,8,24,14,3,21,20,49,0,161,54,31,31,49,12,37,52,68,0,336,12,21,28,9,12,12,9,9,0,111,45,24,86,30,21,22,59,83,41,417,1662,2093,3675,883,520,581,849,1147,219,11628,6,16,0,0,3,0,0,0,0,24,4,73,0,0,0,0,0,0,0,90,59,326,6,20,41,14,0,9,3,479,10,25,0,3,3,0,0,0,0,44
LGA17620,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,18,19,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,7,16,4,0,0,0,0,0,0,23,3,0,0,0,0,0,0,0,0,9,64,103,17,13,5,11,8,28,5,251,0,0,0,0,0,0,0,0,0,4,43,14,16,4,0,0,9,17,0,103,29,15,27,16,7,3,12,13,4,120,193,20,594,28,20,20,271,112,25,1275,8,0,3,0,0,5,10,13,0,38,6,0,11,0,4,9,16,12,0,62,4,4,3,0,0,3,3,9,0,24,27,7,19,0,0,0,26,26,3,110,402,200,694,55,40,52,361,217,40,2067,0,3,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,5,15,33,0,3,5,0,0,0,3,52,0,3,0,0,0,0,0,0,0,3
LGA17640,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,11,17,23,0,0,3,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,16,0,0,0,3,0,0,0,0,0,3,58,66,7,5,3,0,3,3,3,153,0,0,0,0,0,0,0,0,0,0,39,13,9,4,4,0,3,3,3,77,26,11,9,15,9,3,0,4,0,80,171,12,236,32,9,14,75,67,8,635,8,0,3,0,3,3,3,3,0,23,13,0,0,3,0,3,0,3,0,32,5,3,3,0,0,0,0,0,0,10,19,0,16,0,4,0,9,11,6,61,369,133,287,73,38,28,95,105,21,1151,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,8,5,19,0,0,5,0,0,0,0,35,0,0,0,0,0,0,0,0,0,3
LGA17650,0,0,0,0,0,0,0,0,0,4,5,17,0,0,0,0,0,0,0,26,11,10,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,6,12,3,4,3,0,0,0,0,27,0,0,0,0,0,0,0,0,0,3,30,67,6,7,10,6,0,3,0,134,0,0,0,0,0,0,0,0,0,0,19,11,3,7,3,0,0,9,0,52,17,7,11,3,6,0,0,7,0,51,104,16,190,15,12,23,35,70,10,464,6,0,3,0,0,3,0,3,0,20,4,0,4,4,3,4,0,3,0,21,4,0,0,0,0,0,0,0,0,3,17,0,8,0,0,3,5,9,3,46,214,147,238,42,28,37,47,105,16,880,0,0,0,0,0,0,0,0,0,3,3,17,0,0,0,0,0,0,0,20,6,24,0,3,5,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0
LGA17750,0,4,0,0,0,0,0,0,0,9,22,172,4,3,3,3,0,0,0,213,82,208,26,13,23,7,6,8,0,371,0,11,3,0,0,0,0,0,0,10,38,108,9,10,9,3,3,0,0,172,15,26,3,5,3,0,0,0,0,60,340,953,160,120,92,78,26,80,16,1863,6,5,0,0,0,0,0,0,0,17,117,124,78,79,27,18,18,27,3,490,142,118,111,110,62,33,20,34,6,643,720,262,2509,333,181,279,446,482,62,5267,16,12,36,33,17,26,29,37,3,211,54,19,40,41,20,25,42,45,0,286,9,22,16,0,0,9,12,13,3,83,41,30,45,10,12,18,48,46,21,280,1607,2066,3049,760,441,496,654,771,127,9970,3,18,0,0,0,0,0,0,0,21,10,98,3,0,3,0,0,0,0,116,56,311,3,18,24,3,0,7,4,433,3,17,0,0,0,0,0,0,0,21
LGA17850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,29,21,3,0,4,3,0,3,0,64,0,0,0,0,0,0,0,0,0,0,27,3,0,0,0,0,0,0,0,30,16,6,0,3,0,3,0,3,0,32,82,3,80,8,3,3,21,28,3,233,6,0,0,0,0,0,0,3,0,7,4,0,0,0,0,0,0,6,0,14,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,3,0,0,0,26,190,44,87,11,8,11,29,46,6,430,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
LGA17900,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,30,40,3,8,0,0,3,5,0,90,0,0,3,0,0,0,0,0,0,3,16,3,3,11,3,0,0,4,0,44,21,5,4,9,0,3,3,4,3,50,59,7,86,21,3,7,43,26,3,254,3,0,0,3,0,0,0,9,0,16,7,0,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,3,0,5,6,3,4,3,0,0,3,10,3,40,145,68,112,59,5,8,58,62,10,541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,0,0,3,0,0,0,0,25,0,3,0,0,0,0,0,0,0,3
LGA17950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,27,18,0,0,0,0,3,3,0,55,0,0,0,0,0,0,0,0,0,0,14,0,0,3,0,3,0,0,0,18,13,0,0,0,0,0,0,0,0,20,49,3,72,0,7,10,23,21,3,185,0,0,0,0,0,0,0,0,0,0,6,0,4,0,4,0,5,0,0,23,3,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,5,9,0,17,121,25,86,7,7,12,35,31,4,336,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
LGA18020,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,7,9,0,3,0,0,4,0,0,26,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,52,62,6,4,4,6,4,4,0,139,0,0,0,0,0,0,0,0,0,0,41,4,3,3,0,3,0,3,0,55,29,3,7,17,0,0,0,3,0,64,147,8,186,14,19,25,67,76,15,560,9,0,6,0,0,3,6,9,0,31,19,0,3,6,0,7,5,5,3,55,3,0,0,0,0,0,0,0,0,10,30,0,3,0,3,6,8,16,5,78,359,102,214,47,30,48,98,114,22,1037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,0,0,0,0,0,0,36,0,4,0,0,0,0,0,0,0,4
LGA18050,14,17,3,0,0,0,0,3,0,46,47,280,0,0,4,0,0,0,3,346,625,1241,50,40,150,69,12,17,43,2245,20,59,0,3,3,3,0,3,0,95,70,200,15,13,24,3,11,14,0,348,16,31,0,3,11,3,0,0,0,70,1757,3563,281,256,382,404,91,186,118,7033,0,0,0,0,0,0,0,3,0,9,225,245,97,64,44,68,27,32,13,815,220,200,173,87,50,90,25,52,24,912,294,130,1000,163,62,101,80,159,25,2007,16,13,4,11,4,3,4,8,0,60,42,69,29,46,16,39,14,27,9,282,49,83,15,19,9,18,6,25,11,242,53,89,45,30,12,31,18,37,39,339,3439,6216,1721,730,780,840,291,556,288,14864,12,38,0,3,0,3,0,0,0,56,25,227,0,3,8,7,0,0,3,276,462,1385,19,96,211,68,3,16,13,2276,10,39,3,6,12,3,0,0,0,75
LGA18100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,31,22,4,0,4,0,0,4,0,65,0,0,0,0,0,0,0,0,0,0,13,4,3,0,0,0,0,0,0,24,12,0,0,3,0,0,3,3,0,26,87,4,67,3,4,7,24,30,3,233,5,0,0,0,0,0,0,0,0,9,13,0,0,0,0,0,3,0,0,16,0,0,0,0,0,0,0,0,0,6,17,0,6,0,0,3,0,3,0,30,183,35,82,12,8,14,39,49,3,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
LGA18200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,29,51,3,9,5,4,0,4,0,102,0,0,0,0,0,0,0,0,0,0,8,11,0,6,0,3,5,3,0,40,15,5,9,11,6,6,3,4,0,54,125,13,213,17,11,20,74,52,5,522,6,0,0,0,0,5,3,8,0,20,10,4,0,0,0,0,0,5,0,22,0,0,0,0,0,0,0,3,0,4,12,0,5,3,0,7,11,7,3,45,214,106,229,49,25,39,86,82,13,843,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,4,9,3,3,3,0,0,0,0,22,0,3,0,0,0,0,0,0,0,6
LGA18230,0,3,0,0,0,0,0,0,0,9,3,32,0,0,0,0,0,0,0,37,47,114,15,14,19,19,0,30,3,269,0,10,0,0,3,0,0,0,0,8,20,75,0,4,4,3,0,0,0,114,14,17,0,3,3,0,0,0,0,40,231,600,78,75,57,49,23,68,4,1187,0,0,0,3,0,0,0,0,0,8,91,58,44,41,22,20,8,22,4,315,117,73,57,97,43,43,21,37,0,475,585,129,1768,225,162,229,386,409,60,3952,24,3,14,7,10,13,14,27,0,117,38,11,26,21,18,22,30,42,5,205,8,18,18,4,0,5,5,14,0,67,43,18,54,19,13,23,32,44,23,277,1232,1156,2068,518,349,438,524,695,108,7084,0,9,0,0,0,0,0,0,0,9,3,22,0,0,0,0,0,0,0,30,52,196,3,17,25,18,0,15,4,334,0,7,0,3,0,0,0,0,0,17
LGA18250,13,29,3,0,3,0,0,0,0,50,50,325,5,7,3,0,0,0,5,404,818,1698,78,31,216,123,17,20,53,3063,33,51,0,0,3,0,0,0,4,88,99,229,12,9,27,16,5,4,3,393,23,36,3,3,3,0,0,0,0,66,1812,3741,323,170,467,352,78,160,135,7238,5,0,0,3,0,0,0,0,0,11,211,214,108,38,50,73,26,34,15,779,200,224,138,73,68,78,28,49,16,872,241,120,581,91,75,99,65,98,23,1396,17,16,8,4,8,12,4,6,0,71,50,46,33,19,23,33,11,11,10,242,46,77,19,11,14,18,14,10,7,202,41,51,24,9,11,3,5,18,30,189,3655,6852,1333,475,973,808,256,421,297,15072,11,27,0,0,11,0,0,0,0,50,29,252,0,3,10,8,0,0,3,314,535,1566,35,74,400,116,3,10,35,2774,15,64,0,0,5,4,0,0,0,93
LGA18350,3,7,0,0,0,0,0,0,0,13,20,88,0,0,3,0,0,0,3,120,146,232,19,11,20,14,7,4,3,459,0,15,0,0,0,0,0,0,0,13,34,94,4,11,9,4,3,3,3,161,5,12,0,3,0,3,0,0,0,26,353,736,110,79,66,60,22,43,24,1499,0,0,0,3,0,0,0,0,0,5,124,133,70,44,15,30,13,28,0,469,117,84,98,72,26,26,30,21,5,483,529,118,1749,115,92,142,354,370,60,3534,13,10,17,5,7,15,15,19,3,98,45,20,23,30,11,14,29,31,4,208,11,13,11,5,3,6,7,6,0,60,27,21,39,12,0,17,29,44,17,216,1436,1600,2141,389,261,329,506,576,128,7372,0,8,0,0,0,0,0,0,0,16,6,62,3,0,3,0,0,0,0,79,76,325,5,24,47,13,0,7,0,492,3,8,0,0,0,0,0,0,0,11
LGA18400,0,4,0,0,0,0,0,0,0,6,7,33,3,0,0,0,0,0,3,50,79,121,7,12,11,7,3,0,6,239,4,7,0,0,0,0,0,0,0,10,22,46,5,7,4,3,0,0,0,85,7,3,0,0,0,0,0,0,0,22,235,471,59,95,54,38,23,23,19,1006,6,0,4,0,0,0,0,3,0,12,105,103,65,52,25,24,18,16,6,420,131,108,117,99,44,26,37,33,5,595,715,172,2631,142,199,180,756,457,97,5336,10,6,10,16,11,10,21,19,0,98,34,21,37,15,14,18,53,40,5,231,14,16,15,3,0,3,10,18,5,84,35,13,68,4,8,19,47,46,26,270,1405,1125,3007,433,372,323,971,641,168,8456,3,7,0,0,0,0,0,0,0,17,9,25,3,0,0,0,0,0,0,36,64,304,3,3,22,3,0,3,7,409,0,13,0,0,0,0,0,0,0,18
LGA18450,8,29,0,3,0,0,0,0,0,49,60,730,10,8,8,6,4,3,3,841,538,1137,85,75,124,72,34,52,26,2149,19,37,0,0,6,0,0,0,3,64,81,414,27,34,31,4,7,3,3,604,44,70,6,15,13,0,0,4,3,160,1229,3926,419,488,447,305,158,241,84,7305,0,5,8,6,4,4,3,5,0,32,341,417,344,254,109,87,75,95,30,1745,523,496,635,399,228,156,154,143,35,2769,1455,545,7086,727,555,542,1762,1377,203,14248,38,25,52,55,34,43,69,91,10,417,108,84,89,107,65,75,114,110,14,763,41,79,48,28,19,16,39,41,10,316,70,70,145,61,26,50,143,124,103,784,4551,8070,8951,2253,1666,1363,2568,2298,523,32244,6,56,0,3,0,0,0,0,0,75,50,473,9,5,13,0,0,4,4,553,367,1627,27,114,196,52,0,21,11,2425,12,73,0,3,3,0,0,0,0,87
LGA18500,10,21,0,0,3,3,0,0,0,38,55,375,0,3,10,3,0,0,3,451,635,1160,24,33,109,70,6,9,41,2080,6,41,0,3,7,3,0,3,3,69,63,162,5,9,23,6,0,0,3,271,10,22,0,0,4,0,0,0,0,44,1555,3140,130,152,328,328,46,61,143,5884,3,3,0,0,0,0,0,0,0,7,178,184,37,38,28,69,9,16,14,568,138,114,68,51,32,58,4,21,8,487,213,90,378,68,44,87,29,58,9,977,14,13,0,5,3,14,3,0,0,51,57,39,11,14,17,39,8,15,5,206,36,69,5,5,9,16,0,13,8,151,56,71,20,12,17,15,5,19,21,225,3025,5506,689,387,624,703,104,215,256,11516,6,44,0,0,3,3,0,0,0,57,42,260,3,0,10,0,0,0,3,323,424,1103,6,42,175,67,0,4,18,1851,14,40,0,0,5,0,0,0,0,62
LGA18710,0,3,0,0,0,0,0,0,0,3,20,35,0,4,0,0,0,0,0,69,76,80,3,5,23,3,0,4,5,202,3,3,0,0,0,0,0,0,0,10,18,29,0,0,7,0,0,0,0,61,9,9,0,0,4,0,0,0,0,22,176,264,30,38,48,13,4,8,14,598,0,0,0,0,0,0,0,0,0,0,72,37,23,14,12,4,3,3,4,178,74,41,31,39,21,7,0,12,0,241,215,61,512,61,61,41,106,117,27,1197,5,4,7,4,3,0,3,10,0,41,15,10,4,4,3,3,7,11,4,65,3,5,3,0,0,0,0,0,0,19,22,4,18,3,7,7,12,7,14,96,727,587,641,180,195,91,137,170,62,2800,3,0,0,0,0,0,0,0,0,8,12,44,3,0,0,0,0,0,0,56,67,120,3,8,11,4,0,4,3,220,0,3,0,0,3,0,0,0,0,7
LGA19399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,3,25,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,3,0,0,13,38,3,35,0,0,3,0,24,7,108,5,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,75,9,37,5,3,4,3,32,8,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3
LGA19499,0,3,0,0,0,0,0,0,0,3,3,16,0,0,0,0,0,0,0,19,18,53,0,8,3,3,3,3,0,95,0,0,0,0,0,0,0,0,0,3,0,14,0,0,0,0,0,3,0,20,0,0,0,0,0,0,0,0,0,0,45,128,19,36,21,13,13,33,8,316,0,0,0,0,0,0,0,0,0,0,3,8,3,9,4,0,3,3,0,39,9,12,20,18,5,8,12,14,3,94,33,25,219,29,14,20,80,71,6,502,5,0,3,4,0,3,8,9,0,26,8,3,3,5,0,6,6,4,0,39,3,0,0,0,0,0,3,5,0,13,3,4,8,7,3,4,11,16,12,80,126,273,286,117,60,59,131,167,36,1251,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,10,48,0,4,12,3,0,9,0,84,0,0,0,0,0,0,0,0,0,3
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,0,0,4,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,13,0,0,0,7,6,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
