LGA_CODE_2016,F_GrDi_GrCer_GrDi_Mng,F_GrDi_GrCer_GrDi_Pro,F_GrDi_GrCer_GrDi_TTW,F_GrDi_GrCer_GrDi_CPS,F_GrDi_GrCer_GrDi_CA,F_GrDi_GrCer_GrDi_Sal,F_GrDi_GrCer_GrDi_MOD,F_GrDi_GrCer_GrDi_Lab,F_GrDi_GrCer_GrDi_IDNS,F_GrDi_GrCer_GrDi_Tot,F_GrDi_GrCer_GradCer_Mng,F_GrDi_GrCer_GradCer_Pro,F_GrDi_GrCer_GradCer_TTW,F_GrDi_GrCer_GradCer_CPS,F_GrDi_GrCer_GradCer_CA,F_GrDi_GrCer_GradCer_Sal,F_GrDi_GrCer_GradCer_MOD,F_GrDi_GrCer_GradCer_Lab,F_GrDi_GrCer_GradCer_IDNS,F_GrDi_GrCer_GradCer_Tot,F_BaDe_BaDe_Mng,F_BaDe_BaDe_Pro,F_BaDe_BaDe_TTW,F_BaDe_BaDe_CPS,F_BaDe_BaDe_CA,F_BaDe_BaDe_Sal,F_BaDe_BaDe_MOD,F_BaDe_BaDe_Lab,F_BaDe_BaDe_IDNS,F_BaDe_BaDe_Tot,F_AdvDi_Di_AdvDi_Di_NFD_Mng,F_AdvDi_Di_AdvDi_Di_NFD_Pro,F_AdvDi_Di_AdvDi_Di_NFD_TTW,F_AdvDi_Di_AdvDi_Di_NFD_CPS,F_AdvDi_Di_AdvDi_Di_NFD_CA,F_AdvDi_Di_AdvDi_Di_NFD_Sal,F_AdvDi_Di_AdvDi_Di_NFD_MOD,F_AdvDi_Di_AdvDi_Di_NFD_Lab,F_AdvDi_Di_AdvDi_Di_NFD_IDNS,F_AdvDi_Di_AdvDi_Di_NFD_Tot,F_AdvDi_Di_AdvDi_AsDe_Mng,F_AdvDi_Di_AdvDi_AsDe_Pro,F_AdvDi_Di_AdvDi_AsDe_TTW,F_AdvDi_Di_AdvDi_AsDe_CPS,F_AdvDi_Di_AdvDi_AsDe_CA,F_AdvDi_Di_AdvDi_AsDe_Sal,F_AdvDi_Di_AdvDi_AsDe_MOD,F_AdvDi_Di_AdvDi_AsDe_Lab,F_AdvDi_Di_AdvDi_AsDe_IDNS,F_AdvDi_Di_AdvDi_AsDe_Tot,F_AdvDi_Di_Dip_Mng,F_AdvDi_Di_Dip_Pro,F_AdvDi_Di_Dip_TTW,F_AdvDi_Di_Dip_CPS,F_AdvDi_Di_Dip_CA,F_AdvDi_Di_Dip_Sal,F_AdvDi_Di_Dip_MOD,F_AdvDi_Di_Dip_Lab,F_AdvDi_Di_Dip_IDNS,F_AdvDi_Di_Dip_Tot,F_Cert_CertIII_IV_Mng,F_Cert_CertIII_IV_Pro,F_Cert_CertIII_IV_TTW,F_Cert_CertIII_IV_CPS,F_Cert_CertIII_IV_CA,F_Cert_CertIII_IV_Sal,F_Cert_CertIII_IV_MOD,F_Cert_CertIII_IV_Lab,F_Cert_CertIII_IV_IDNS,F_Cert_CertIII_IV_Tot,F_Cert_CertI_II_Mng,F_Cert_CertI_II_Pro,F_Cert_CertI_II_TTW,F_Cert_CertI_II_CPS,F_Cert_CertI_II_CA,F_Cert_CertI_II_Sal,F_Cert_CertI_II_MOD,F_Cert_CertI_II_Lab,F_Cert_CertI_II_IDNS,F_Cert_CertI_II_Tot,F_Cert_Cert_nfd_Mng,F_Cert_Cert_nfd_Pro,F_Cert_Cert_nfd_TTW,F_Cert_Cert_nfd_CPS,F_Cert_Cert_nfd_CA,F_Cert_Cert_nfd_Sal,F_Cert_Cert_nfd_MOD,F_Cert_Cert_nfd_Lab,F_Cert_Cert_nfd_IDNS,F_Cert_Cert_nfd_Tot,F_LE_ID_Mng,F_LE_ID_Pro,F_LE_ID_TTW,F_LE_ID_CPS,F_LE_ID_CA,F_LE_ID_Sal,F_LE_ID_MOD,F_LE_ID_Lab,F_LE_ID_IDNS,F_LE_ID_Tot,F_LE_NS_Mng,F_LE_NS_Pro,F_LE_NS_TTW,F_LE_NS_CPS,F_LE_NS_CA,F_LE_NS_Sal,F_LE_NS_MOD,F_LE_NS_Lab,F_LE_NS_IDNS,F_LE_NS_Tot,F_Tot_Mng,F_Tot_Pro,F_Tot_TTW,F_Tot_CPS,F_Tot_CA,F_Tot_Sal,F_Tot_MOD,F_Tot_Lab,F_Tot_IDNS,F_Tot_Tot,P_PoDe_PoDe_NFD_Mng,P_PoDe_PoDe_NFD_Pro,P_PoDe_PoDe_NFD_TTW,P_PoDe_PoDe_NFD_CPS,P_PoDe_PoDe_NFD_CA,P_PoDe_PoDe_NFD_Sal,P_PoDe_PoDe_NFD_MOD,P_PoDe_PoDe_NFD_Lab,P_PoDe_PoDe_NFD_IDNS,P_PoDe_PoDe_NFD_Tot,P_PoDe_DoctDe_Mng,P_PoDe_DoctDe_Pro,P_PoDe_DoctDe_TTW,P_PoDe_DoctDe_CPS,P_PoDe_DoctDe_CA,P_PoDe_DoctDe_Sal,P_PoDe_DoctDe_MOD,P_PoDe_DoctDe_Lab,P_PoDe_DoctDe_IDNS,P_PoDe_DoctDe_Tot,P_PoDe_MasDe_Mng,P_PoDe_MasDe_Pro,P_PoDe_MasDe_TTW,P_PoDe_MasDe_CPS,P_PoDe_MasDe_CA,P_PoDe_MasDe_Sal,P_PoDe_MasDe_MOD,P_PoDe_MasDe_Lab,P_PoDe_MasDe_IDNS,P_PoDe_MasDe_Tot,P_GrDiGrCer_GrDiGrCerNFD_Mng,P_GrDiGrCer_GrDiGrCerNFD_Pro,P_GrDiGrCer_GrDiGrCerNFD_TTW,P_GrDiGrCer_GrDiGrCerNFD_CPS,P_GrDiGrCer_GrDiGrCerNFD_CA,P_GrDiGrCer_GrDiGrCerNFD_Sal,P_GrDiGrCer_GrDiGrCerNFD_MOD,P_GrDiGrCer_GrDiGrCerNFD_Lab,P_GrDiGrCer_GrDiGrCerNFD_IDNS,P_GrDiGrCer_GrDiGrCerNFD_Tot,P_GrDi_GrCer_GrDi_Mng,P_GrDi_GrCer_GrDi_Pro,P_GrDi_GrCer_GrDi_TTW,P_GrDi_GrCer_GrDi_CPS,P_GrDi_GrCer_GrDi_CA,P_GrDi_GrCer_GrDi_Sal,P_GrDi_GrCer_GrDi_MOD,P_GrDi_GrCer_GrDi_Lab,P_GrDi_GrCer_GrDi_IDNS,P_GrDi_GrCer_GrDi_Tot,P_GrDi_GrCer_GradCer_Mng,P_GrDi_GrCer_GradCer_Pro,P_GrDi_GrCer_GradCer_TTW,P_GrDi_GrCer_GradCer_CPS,P_GrDi_GrCer_GradCer_CA,P_GrDi_GrCer_GradCer_Sal,P_GrDi_GrCer_GradCer_MOD,P_GrDi_GrCer_GradCer_Lab,P_GrDi_GrCer_GradCer_IDNS,P_GrDi_GrCer_GradCer_Tot,P_BaDe_BaDe_Mng,P_BaDe_BaDe_Pro,P_BaDe_BaDe_TTW,P_BaDe_BaDe_CPS,P_BaDe_BaDe_CA,P_BaDe_BaDe_Sal,P_BaDe_BaDe_MOD,P_BaDe_BaDe_Lab,P_BaDe_BaDe_IDNS,P_BaDe_BaDe_Tot,P_AdvDi_Di_AdvDi_Di_NFD_Mng,P_AdvDi_Di_AdvDi_Di_NFD_Pro,P_AdvDi_Di_AdvDi_Di_NFD_TTW,P_AdvDi_Di_AdvDi_Di_NFD_CPS,P_AdvDi_Di_AdvDi_Di_NFD_CA,P_AdvDi_Di_AdvDi_Di_NFD_Sal,P_AdvDi_Di_AdvDi_Di_NFD_MOD,P_AdvDi_Di_AdvDi_Di_NFD_Lab,P_AdvDi_Di_AdvDi_Di_NFD_IDNS,P_AdvDi_Di_AdvDi_Di_NFD_Tot
LGA11600,0,7,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,4,22,57,0,7,13,3,0,3,0,98,0,0,0,0,0,0,0,0,0,0,12,8,0,4,8,0,0,0,0,32,6,0,0,9,16,0,0,3,0,35,23,0,10,17,22,6,3,10,0,88,0,0,0,3,3,3,0,3,0,15,4,0,0,4,6,0,3,5,0,22,4,0,0,0,0,0,0,0,0,3,3,0,3,3,3,3,0,8,0,28,82,78,16,47,67,9,10,37,3,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,11,0,4,0,0,0,0,0,0,0,4,54,66,0,11,13,3,3,9,0,160,0,0,0,0,0,0,0,0,0,0
LGA11650,105,746,17,151,120,16,4,14,12,1186,46,274,0,21,45,3,0,0,0,391,1190,7495,224,953,1313,445,28,175,106,11928,12,28,6,36,23,13,0,6,0,118,436,1083,129,726,828,248,20,94,37,3600,638,986,279,1849,1473,477,40,164,62,5983,837,1136,1413,3523,3144,1347,155,667,135,12357,110,77,50,240,438,310,24,142,16,1401,156,187,96,536,808,290,33,137,24,2279,53,123,27,86,228,70,12,39,15,654,104,217,73,281,353,211,23,154,137,1550,4018,14135,2363,8490,8970,3466,346,1603,592,43985,14,96,0,5,6,0,0,0,0,128,65,518,15,8,19,9,0,0,13,650,802,2460,99,144,273,80,21,28,53,3967,28,112,0,5,17,8,0,0,0,173,189,1126,42,184,149,28,5,20,19,1763,102,363,18,33,57,4,4,4,3,589,2629,11948,709,1512,1763,766,163,400,207,20099,16,31,8,45,30,16,3,5,3,163
LGA11700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,0,6,0,0,0,0,3,33,0,0,0,0,0,0,0,0,0,0,3,3,0,8,0,3,0,0,0,18,3,0,0,5,0,0,0,3,0,17,6,3,4,8,5,3,0,6,0,39,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,14,27,32,5,38,13,7,0,14,3,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,27,0,8,6,0,0,0,3,46,0,0,0,0,0,0,0,0,0,0
LGA11720,13,76,0,14,12,0,0,0,0,126,0,38,3,3,8,0,0,0,0,54,131,716,27,85,125,42,4,27,10,1169,0,0,0,8,3,0,0,0,0,9,60,133,13,73,88,23,3,14,4,422,90,102,34,248,158,67,16,29,7,754,133,183,323,648,609,235,65,203,22,2409,28,20,17,48,82,72,12,40,0,319,26,27,18,88,107,46,15,41,3,367,3,4,5,15,22,3,0,7,3,69,23,41,14,46,36,46,9,45,13,273,543,1488,462,1290,1264,540,130,405,68,6181,3,8,0,0,3,0,0,0,0,8,4,33,0,0,0,0,0,0,0,42,82,178,9,8,25,7,4,0,0,307,0,15,3,0,0,0,0,0,0,20,24,104,4,16,11,4,0,3,0,174,4,46,3,3,8,0,0,0,0,62,280,1033,65,111,152,77,34,49,13,1808,0,0,0,11,3,0,0,0,0,19
LGA11730,15,106,0,14,9,0,0,0,0,151,3,36,0,0,7,3,0,0,0,46,110,843,26,98,144,31,3,21,5,1294,0,5,0,6,0,0,0,0,0,14,36,156,9,85,85,26,3,7,6,420,47,88,30,219,139,46,3,14,9,594,119,146,200,585,432,204,16,121,24,1848,21,14,10,39,65,48,0,22,0,219,37,27,16,92,104,60,3,30,3,378,8,9,0,9,30,13,0,6,3,76,33,34,15,56,52,53,0,32,17,297,475,1618,311,1224,1078,486,37,258,71,5543,3,7,0,0,3,0,0,0,0,11,12,36,0,0,3,3,0,0,0,53,62,222,5,13,19,0,0,0,7,333,4,8,0,0,0,0,0,0,0,11,28,150,6,24,13,3,3,0,0,232,12,39,0,3,9,3,0,0,0,69,250,1298,63,140,192,53,10,48,15,2079,3,5,0,6,0,0,0,0,0,14
LGA11750,3,6,0,0,3,0,0,0,0,12,0,3,0,0,0,0,0,0,0,3,10,78,3,11,13,3,0,3,0,120,0,0,0,0,0,0,0,0,0,3,3,9,0,7,9,0,0,3,0,34,7,7,4,18,11,0,0,4,0,54,16,4,28,42,41,17,10,11,0,165,3,0,3,3,10,5,0,0,0,28,3,0,0,3,3,3,0,3,0,15,0,0,0,3,4,0,0,0,0,5,4,3,0,4,3,0,0,6,0,26,61,123,36,102,93,32,9,28,0,488,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,13,19,6,0,5,0,0,0,0,39,4,0,0,0,0,0,0,0,0,0,3,16,0,0,4,0,0,0,0,18,0,3,0,0,0,0,0,0,0,3,37,133,3,21,13,3,8,3,0,215,0,0,0,0,0,0,0,0,0,3
LGA11800,41,177,11,33,37,6,0,8,0,307,8,75,0,3,4,0,0,0,0,95,243,1837,44,234,335,78,6,75,27,2881,6,7,3,11,0,3,0,0,0,29,94,260,27,152,198,46,3,28,0,817,147,218,47,372,357,119,10,74,12,1354,188,200,297,776,681,301,27,160,31,2657,18,12,18,58,125,88,5,53,4,376,37,27,22,131,164,61,4,36,7,497,11,28,0,17,30,14,0,19,3,123,23,52,13,66,62,51,3,40,26,331,883,3257,482,1876,2032,761,56,502,118,9965,7,23,0,0,0,0,0,0,0,35,14,138,0,3,9,0,0,0,3,171,123,465,11,28,37,9,0,15,7,703,0,22,0,0,0,0,0,0,0,28,54,295,12,44,41,8,4,10,5,476,25,90,0,4,11,0,0,4,0,134,593,2905,147,346,433,134,28,146,51,4786,7,7,7,10,0,3,0,0,0,35
LGA12000,3,12,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,21,86,3,8,6,0,0,3,0,141,0,0,0,0,0,0,0,0,0,3,9,9,6,4,6,0,0,0,0,40,14,5,0,24,15,3,0,5,0,57,14,13,18,47,26,10,3,11,3,145,9,0,0,4,3,3,0,0,0,24,6,0,0,9,17,0,0,0,0,33,0,0,0,0,3,0,0,0,0,5,8,4,0,7,7,3,0,0,3,32,81,156,35,95,91,23,3,24,7,522,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,18,8,19,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,3,17,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,3,43,108,9,18,14,4,3,3,3,199,0,0,0,0,0,0,0,0,0,3
LGA12150,3,14,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,24,64,4,5,8,0,0,5,0,108,0,0,0,0,0,0,0,0,0,0,7,15,0,9,10,0,0,0,0,46,3,3,0,17,15,0,0,0,0,37,22,8,8,38,35,12,0,3,0,127,3,4,0,7,5,3,0,0,0,20,9,0,3,5,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,8,3,0,4,8,3,0,9,3,32,88,127,15,85,79,24,0,15,7,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,45,90,3,11,9,3,0,3,0,163,0,0,0,0,0,0,0,0,0,0
LGA12350,5,25,0,9,0,0,0,0,0,40,0,7,0,0,0,0,0,0,0,7,28,233,7,25,28,10,0,3,4,343,0,0,0,0,0,0,0,0,0,0,23,49,7,24,18,8,0,3,0,123,30,27,3,56,28,9,3,3,3,160,44,32,38,132,100,41,4,32,3,429,8,4,0,15,20,15,0,9,0,70,11,12,0,30,22,14,0,8,0,95,7,3,0,0,5,3,0,0,0,15,16,7,3,19,5,11,0,6,3,80,170,415,66,302,240,112,7,69,12,1390,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,12,13,31,0,0,3,3,0,0,0,51,0,0,0,0,0,0,0,0,0,4,14,32,3,9,0,0,0,6,0,57,0,7,0,0,0,0,0,0,0,12,88,335,15,38,40,9,0,9,8,538,0,0,0,0,0,0,0,0,0,0
LGA12380,35,257,14,107,55,20,0,3,3,500,12,61,0,0,16,3,0,0,0,102,775,4230,269,1007,1713,649,106,423,158,9337,3,8,0,19,13,3,0,3,4,56,173,336,99,276,467,138,35,93,29,1639,261,375,159,937,768,295,47,165,60,3069,185,243,339,970,886,301,69,191,72,3249,19,36,23,72,162,67,17,52,8,463,52,60,39,217,335,77,25,67,19,890,31,85,31,73,129,46,13,60,15,483,37,113,24,137,188,75,20,104,98,800,1901,7525,1071,4087,5307,1899,364,1260,515,23921,18,52,0,3,14,3,3,3,0,94,43,318,9,12,21,3,3,7,3,422,952,3455,355,448,1001,517,245,326,130,7430,26,121,8,17,32,13,16,8,7,242,86,414,43,133,100,30,27,23,9,870,26,101,13,4,26,5,3,0,5,188,2080,8072,1309,1554,2754,1351,816,1215,355,19500,8,8,17,23,19,11,4,11,7,114
LGA12700,6,28,0,3,6,0,0,0,0,42,4,4,0,0,0,0,0,0,0,10,39,166,5,20,39,15,0,3,4,294,0,0,0,0,0,0,0,0,0,0,21,34,0,25,28,9,0,3,0,122,11,24,6,34,44,13,4,6,0,152,28,20,53,106,88,33,5,24,0,346,6,0,5,3,13,6,0,3,0,49,3,3,3,13,41,6,0,8,0,82,0,3,0,3,3,0,0,0,0,11,10,5,0,6,15,3,3,9,3,55,138,326,73,221,274,82,13,60,15,1198,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,20,29,43,0,0,0,0,0,0,0,82,0,5,0,0,0,0,0,0,0,5,11,33,0,3,7,0,0,0,0,58,3,4,0,3,0,0,0,0,0,11,76,254,14,24,45,16,4,16,4,458,0,0,0,0,0,0,0,0,0,5
LGA12730,4,23,0,4,4,0,0,0,0,37,3,4,0,0,0,0,0,0,0,10,34,185,4,19,29,6,0,10,5,293,0,5,0,0,0,0,0,0,0,5,10,24,0,20,21,3,0,4,3,86,12,19,5,65,29,3,0,6,3,140,38,20,40,85,86,29,5,30,3,333,8,3,0,5,16,3,0,3,0,44,0,4,0,16,20,11,0,10,0,59,0,0,0,0,5,5,0,0,0,6,3,7,3,16,9,10,0,11,9,61,127,339,61,232,212,67,3,82,21,1141,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,20,41,0,3,5,0,0,0,0,71,0,3,0,0,0,0,0,0,0,3,12,29,3,4,5,0,0,0,0,51,3,6,0,3,0,0,0,0,0,14,80,275,8,29,31,9,0,24,4,474,0,5,0,0,0,0,0,0,0,5
LGA12750,25,114,3,11,23,4,0,0,3,177,5,27,0,0,3,0,0,0,0,36,111,590,35,109,116,35,6,22,10,1029,3,3,0,3,0,0,0,0,0,10,49,100,22,64,65,24,3,16,3,348,54,79,21,137,116,34,5,15,4,462,78,91,164,401,277,150,7,83,20,1272,10,11,12,22,55,24,0,20,0,160,27,26,6,55,68,52,0,19,0,243,3,4,3,9,20,10,0,0,0,51,23,25,14,35,30,27,0,19,17,188,415,1239,277,851,779,357,21,199,59,4196,0,5,0,0,0,0,0,0,0,5,7,44,0,0,0,0,0,0,4,59,50,200,11,13,12,6,5,4,3,300,0,16,0,0,0,0,0,0,0,25,40,164,5,21,24,4,0,0,5,262,8,35,0,0,8,0,0,0,0,50,222,927,74,148,144,48,10,47,24,1647,4,3,3,3,0,0,0,0,0,18
LGA12850,29,117,5,61,56,11,0,4,0,291,8,28,0,3,6,0,0,0,0,57,475,2930,135,481,1132,386,48,157,92,5840,5,4,0,21,13,9,3,4,3,55,119,239,50,264,415,98,21,59,22,1292,233,308,129,826,749,264,39,105,50,2702,189,236,375,1060,842,319,108,250,68,3448,28,26,30,69,194,92,30,75,7,544,52,51,30,208,338,105,34,71,20,910,14,71,15,53,121,42,12,25,10,364,37,96,35,104,140,93,27,92,85,712,1304,4829,823,3212,4147,1448,328,867,382,17335,6,27,0,0,4,0,0,0,0,37,20,89,3,3,7,5,0,3,0,129,235,1136,75,77,192,72,43,48,32,1907,8,19,0,0,3,3,0,0,0,39,49,191,15,67,62,14,9,9,8,429,15,49,3,4,14,0,0,0,0,92,1090,5206,674,766,1762,642,368,449,193,11154,8,6,5,22,13,6,12,9,3,90
LGA12870,0,19,3,3,3,0,0,0,3,31,0,13,0,0,4,0,0,0,0,18,45,211,8,27,31,6,0,3,4,338,0,0,0,3,0,0,0,0,0,5,19,32,4,15,15,10,3,3,3,95,24,31,7,59,27,3,4,12,0,165,26,19,57,121,80,35,8,44,7,391,4,0,0,17,24,13,0,12,0,66,11,9,3,16,15,15,0,15,0,79,3,3,0,0,3,0,0,0,0,13,10,12,4,19,11,6,0,15,3,79,160,370,93,286,219,88,12,97,15,1335,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,9,22,27,6,5,3,0,0,0,0,68,0,4,0,0,0,0,0,0,0,4,9,27,5,3,3,0,0,0,3,49,3,11,0,0,3,0,0,0,0,23,87,290,23,26,35,12,4,16,7,502,0,0,0,3,0,0,0,0,0,7
LGA12900,0,22,0,3,3,0,0,0,0,25,0,8,0,0,3,0,0,0,0,14,52,215,0,11,31,3,0,3,0,316,0,0,0,0,0,0,0,0,0,0,19,34,0,15,14,3,3,3,0,102,22,14,4,48,25,5,0,4,3,123,32,28,34,85,94,50,4,20,7,350,5,0,5,6,11,11,0,4,3,48,7,9,3,16,33,3,3,3,0,70,3,3,0,3,7,0,0,4,3,20,12,4,0,14,13,3,0,8,10,66,164,367,49,205,230,75,11,54,24,1185,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,8,21,35,4,0,5,0,0,0,0,68,0,3,0,0,0,0,0,0,0,3,0,29,0,3,0,0,0,0,0,41,0,8,0,3,3,0,0,0,0,13,95,300,5,24,33,6,0,16,0,481,0,3,0,0,0,0,0,0,0,3
LGA12930,70,373,5,69,55,15,0,10,3,597,30,89,0,6,25,6,0,0,3,155,1012,4756,230,874,1613,674,43,280,131,9614,4,4,3,13,8,6,0,6,0,37,203,454,81,278,544,184,22,84,19,1878,214,354,114,584,694,273,20,104,28,2391,187,201,305,671,660,290,43,103,31,2499,25,20,9,64,138,66,5,30,4,366,71,65,30,162,395,124,9,50,14,911,46,85,17,42,135,59,11,28,6,427,42,88,26,91,148,60,10,46,61,579,2328,8599,880,3059,5051,2004,175,794,335,23240,10,48,0,3,7,3,0,0,0,79,65,566,9,12,19,4,3,0,7,689,1086,3502,268,336,951,475,117,222,103,7068,25,124,5,12,33,19,3,8,0,240,130,574,29,84,91,23,9,17,9,972,52,137,9,12,35,9,3,0,6,258,2615,8704,1003,1352,2470,1216,422,796,268,18848,6,12,12,13,14,8,3,5,0,70
LGA12950,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,22,97,3,8,8,5,0,0,0,151,0,0,0,0,0,0,0,0,0,0,14,16,0,10,6,0,0,0,0,46,8,13,3,23,8,0,0,0,0,52,25,18,17,56,32,11,3,12,0,167,4,0,0,9,6,0,0,3,0,16,3,0,0,13,3,3,0,0,0,26,3,3,0,3,0,0,0,0,0,12,10,0,3,5,3,0,0,0,0,26,89,167,26,119,67,24,5,20,3,510,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,8,21,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,44,124,5,12,8,3,0,5,0,201,0,0,0,0,0,0,0,0,0,3
LGA13010,9,15,0,0,0,0,0,0,0,27,0,6,0,0,0,0,0,0,0,8,38,139,0,21,23,6,0,3,0,228,0,0,0,0,0,0,0,0,0,0,14,28,4,21,9,4,0,0,0,82,10,15,3,42,33,5,0,9,0,130,21,33,26,86,66,27,0,24,0,286,5,0,0,6,8,9,0,6,0,43,9,3,5,22,20,3,7,10,0,80,0,5,0,0,0,0,0,0,0,9,11,3,3,13,3,6,0,3,4,49,136,273,47,206,181,66,3,58,11,978,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,10,10,31,0,0,3,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,10,16,0,0,0,0,0,0,0,30,0,6,0,0,0,0,0,0,0,10,82,184,9,26,26,10,0,6,3,350,0,0,0,0,0,0,0,0,0,6
LGA13310,11,77,0,10,3,0,0,0,0,110,9,23,0,3,0,0,0,0,0,35,76,552,18,86,87,28,3,18,3,875,0,0,0,0,3,0,0,0,0,10,48,108,11,61,56,12,7,3,5,306,62,94,22,178,124,44,0,14,4,545,94,78,128,390,281,108,15,73,14,1177,7,5,6,28,41,25,3,14,0,126,12,11,7,47,90,24,0,11,3,211,6,4,0,7,15,7,0,0,0,34,18,22,3,42,39,18,4,20,7,176,374,1121,201,864,742,263,34,163,44,3811,3,5,0,0,0,0,0,0,0,11,8,34,0,0,0,0,0,0,3,52,64,182,6,25,15,9,3,4,3,316,3,7,0,0,3,0,0,0,0,16,24,106,0,17,10,3,0,4,3,166,13,32,0,19,4,0,0,0,0,69,190,809,57,151,114,48,18,47,8,1432,3,0,3,4,3,0,0,0,0,16
LGA13340,4,31,0,3,6,0,0,0,0,46,3,8,0,0,0,0,0,0,0,11,62,196,3,22,47,6,0,9,5,347,0,0,0,3,0,0,0,0,0,7,26,43,4,28,23,4,0,8,0,135,31,26,8,51,53,3,0,4,0,179,36,26,53,103,97,41,3,24,3,388,8,3,0,6,13,3,0,14,0,47,18,4,3,22,31,11,0,10,0,96,3,0,0,3,3,5,0,0,0,20,19,8,3,12,8,7,3,14,3,76,225,395,81,252,279,80,15,76,17,1419,0,3,0,0,0,0,0,0,0,5,6,23,0,0,0,0,0,0,0,26,22,39,0,3,3,0,0,0,0,68,0,3,0,0,0,0,0,0,0,3,6,38,0,3,6,4,0,0,0,64,3,6,0,0,0,0,0,0,0,16,134,289,10,27,55,5,0,16,3,545,0,0,0,3,0,0,0,0,0,6
LGA13450,9,64,0,9,6,0,0,6,0,97,3,15,0,0,0,0,0,0,0,24,78,526,23,56,87,17,0,53,7,841,0,0,0,7,0,0,0,0,0,7,29,61,6,32,51,12,0,17,5,214,42,67,6,120,85,22,0,32,3,378,56,58,119,243,249,101,3,71,8,916,10,6,7,17,38,19,6,16,0,123,9,8,5,50,54,32,3,17,3,183,3,9,5,8,10,5,0,12,0,50,8,17,0,26,35,23,3,46,13,171,275,901,175,574,626,231,19,277,39,3120,0,3,0,0,0,0,0,0,0,3,9,15,0,0,0,0,3,0,0,25,50,99,5,6,4,6,5,26,4,201,0,3,0,0,0,0,0,0,0,4,14,83,3,13,6,0,0,7,0,140,3,19,0,0,3,0,0,0,0,31,211,794,54,76,104,23,21,105,16,1403,3,3,0,7,0,0,3,0,0,13
LGA13510,0,36,0,3,3,0,0,0,0,37,3,4,0,0,0,0,0,0,0,9,51,191,7,22,18,3,0,5,0,298,0,0,0,0,0,0,0,0,0,0,22,38,7,28,14,4,0,3,3,116,15,20,8,60,36,11,0,4,0,156,29,31,57,118,98,35,3,49,0,419,6,8,5,11,20,6,0,10,0,61,7,5,0,17,16,8,0,10,0,77,0,0,0,6,3,0,0,0,0,11,12,3,3,10,8,8,0,5,4,62,152,375,81,278,230,85,4,94,14,1295,3,0,0,0,0,0,0,0,0,3,3,10,0,0,0,0,0,0,0,12,11,38,0,3,3,0,0,3,0,61,0,0,0,0,0,0,0,0,0,3,3,41,0,3,3,0,0,0,0,49,3,3,0,0,0,0,0,0,0,11,103,271,8,30,20,8,3,13,3,463,0,0,0,0,0,0,0,0,0,3
