LGA_CODE_2016,D_5_9_FPET_MPTLF,D_5_9_FPET_MPNLF,D_5_9_FPET_MPLFSNS,D_5_9_FPET_T,D_5_9_FPULFTW_MPEFT,D_5_9_FPULFTW_MPEPT,D_5_9_FPULFTW_MP_EAW,D_5_9_FPULFTW_MP_E_HNS,D_5_9_FPULFTW_MPET,D_5_9_FPULFTW_MPULFTW,D_5_9_FPULFTW_MPULPTW,D_5_9_FPULFTW_MPUT,D_5_9_FPULFTW_MPTLF,D_5_9_FPULFTW_MPNLF,D_5_9_FPULFTW_MPLFSNS,D_5_9_FPULFTW_T,D_5_9_FPULPTW_MPEFT,D_5_9_FPULPTW_MPEPT,D_5_9_FPULPTW_MPEAW,D_5_9_FPULPTW_MP_E_HNS,D_5_9_FPULPTW_MPET,D_5_9_FPULPTW_MPULFTW,D_5_9_FPULPTW_MPULPTW,D_5_9_FPULPTW_MPUT,D_5_9_FPULPTW_MPTLF,D_5_9_FPULPTW_MPNLF,D_5_9_FPULPTW_MPLFSNS,D_5_9_FPULPTW_T,D_5_9_FPUT_MPEFT,D_5_9_FPUT_MPEPT,D_5_9_FPUT_MPEAW,D_5_9_FPUT_MPEHNS,D_5_9_FPUT_MPET,D_5_9_FPUT_MPULFTW,D_5_9_FPUT_MPULPTW,D_5_9_FPUT_MPUT,D_5_9_FPUT_MPTLF,D_5_9_FPUT_MPNLF,D_5_9_FPUT_MPLFSNS,D_5_9_FPUT_T,D_5_9_FPTLF_MPEFT,D_5_9_FPTLF_MPEPT,D_5_9_FPTLF_MPEAW,D_5_9_FPTLF_MPEHNS,D_5_9_FPTLF_MPET,D_5_9_FPTLF_MPULFTW,D_5_9_FPTLF_MPULPTW,D_5_9_FPTLF_MPUT,D_5_9_FPTLF_MPTLF,D_5_9_FPTLF_MPNLF,D_5_9_FPTLF_MPLFSNS,D_5_9_FPTLF_T,D_5_9_FPNLF_MPEFT,D_5_9_FPNLF_MPEPT,D_5_9_FPNLF_MPEAW,D_5_9_FPNLF_MPEHNS,D_5_9_FPNLF_MPET,D_5_9_FPNLF_MPULFTW,D_5_9_FPNLF_MPULPTW,D_5_9_FPNLF_MPUT,D_5_9_FPNLF_MPTLF,D_5_9_FPNLF_MPNLF,D_5_9_FPNLF_MPLFSNS,D_5_9_FPNLF_T,D_5_9_FPLFSNS_MPEFT,D_5_9_FPLFSNS_MPEPT,D_5_9_FPLFSNS_MPEAW,D_5_9_FPLFSNS_MPEHNS,D_5_9_FPLFSNS_MPET,D_5_9_FPLFSNS_MPULFTW,D_5_9_FPLFSNS_MPULPTW,D_5_9_FPLFSNS_MPUT,D_5_9_FPLFSNS_MPTLF,D_5_9_FPLFSNS_MPNLF,D_5_9_FPLFSNS_MPLFSNS,D_5_9_FPLFSNS_T,D_5_9_FPT_MPEFT,D_5_9_FPT_MPEPT,D_5_9_FPT_MPEAW,D_5_9_FPT_MPEHNS,D_5_9_FPT_MPET,D_5_9_FPT_MPULFTW,D_5_9_FPT_MPULPTW,D_5_9_FPT_MPUT,D_5_9_FPT_MPTLF,D_5_9_FPT_MPNLF,D_5_9_FPT_MPLFSNS,D_5_9_FPT_T,D_10_12_FPEFT_MPEFT,D_10_12_FPEFT_MPEPT,D_10_12_FPEFT_MPEAW,D_10_12_FPEFT_MPEHNS,D_10_12_FPEFT_MPET,D_10_12_FPEFT_MPULFTW,D_10_12_FPEFT_MPULPTW,D_10_12_FPEFT_MPUT,D_10_12_FPEFT_MPTLF,D_10_12_FPEFT_MPNLF,D_10_12_FPEFT_MPLFSNS,D_10_12_FPEFT_T,D_10_12_FPEPT_MPEFT,D_10_12_FPEPT_MPEPT,D_10_12_FPEPT_MPEAW,D_10_12_FPEPT_MPEHNS,D_10_12_FPEPT_MPET,D_10_12_FPEPT_MPULFTW,D_10_12_FPEPT_MPULPTW,D_10_12_FPEPT_MPUT,D_10_12_FPEPT_MPTLF,D_10_12_FPEPT_MPNLF,D_10_12_FPEPT_MPLFSNS,D_10_12_FPEPT_T,D_10_12_FPEAW_MPEFT,D_10_12_FPEAW_MPEPT,D_10_12_FPEAW_MPEAW,D_10_12_FPEAW_MPEHNS,D_10_12_FPEAW_MPET,D_10_12_FPEAW_MPULFTW,D_10_12_FPEAW_MPULPTW,D_10_12_FPEAW_MPUT,D_10_12_FPEAW_MPTLF,D_10_12_FPEAW_MPNLF,D_10_12_FPEAW_MPLFSNS,D_10_12_FPEAW_T,D_10_12_FPHNS_MPEFT,D_10_12_FPHNS_MPEPT,D_10_12_FPHNS_MPEAW,D_10_12_FPHNS_MPEHNS,D_10_12_FPHNS_MPET,D_10_12_FPHNS_MPULFTW,D_10_12_FPHNS_MPULPTW,D_10_12_FPHNS_MPUT,D_10_12_FPHNS_MPTLF,D_10_12_FPHNS_MPNLF,D_10_12_FPHNS_MPLFSNS,D_10_12_FPHNS_T,D_10_12_FPET_MPEFT,D_10_12_FPET_MPEPT,D_10_12_FPET_MPEAW,D_10_12_FPET_MPEHNS,D_10_12_FPET_MPET,D_10_12_FPET_MPULFTW,D_10_12_FPET_MPULPTW,D_10_12_FPET_MPUT,D_10_12_FPET_MPTLF,D_10_12_FPET_MPNLF,D_10_12_FPET_MPLFSNS,D_10_12_FPET_T,D_10_12_FPULFTW_MPEFT,D_10_12_FPULFTW_MPEPT,D_10_12_FPULFTW_MPEAW,D_10_12_FPULFTW_MPEHNS,D_10_12_FPULFTW_MPET,D_10_12_FPULFTW_MPULFTW,D_10_12_FPULFTW_MPULPTW,D_10_12_FPULFTW_MPUT,D_10_12_FPULFTW_MPTLF,D_10_12_FPULFTW_MPNLF,D_10_12_FPULFTW_MPLFSNS,D_10_12_FPULFTW_T,D_10_12_FPULPTW_MPEFT,D_10_12_FPULPTW_MPEPT,D_10_12_FPULPTW_MPEAW,D_10_12_FPULPTW_MPEHNS,D_10_12_FPULPTW_MPET,D_10_12_FPULPTW_MPULFTW,D_10_12_FPULPTW_MPULPTW,D_10_12_FPULPTW_MPUT,D_10_12_FPULPTW_MPTLF,D_10_12_FPULPTW_MPNLF,D_10_12_FPULPTW_MPLFSNS,D_10_12_FPULPTW_T,D_10_12_FPUT_MPEFT,D_10_12_FPUT_MPEPT,D_10_12_FPUT_MPEAW,D_10_12_FPUT_MPEHNS,D_10_12_FPUT_MPET,D_10_12_FPUT_MPULFTW,D_10_12_FPUT_MPULPTW,D_10_12_FPUT_MPUT,D_10_12_FPUT_MPTLF,D_10_12_FPUT_MPNLF,D_10_12_FPUT_MPLFSNS,D_10_12_FPUT_T,D_10_12_FPTLF_MPEFT,D_10_12_FPTLF_MPEPT,D_10_12_FPTLF_MPEAW,D_10_12_FPTLF_MPEHNS,D_10_12_FPTLF_MPET,D_10_12_FPTLF_MPULFTW,D_10_12_FPTLF_MPULPTW,D_10_12_FPTLF_MPUT,D_10_12_FPTLF_MPTLF,D_10_12_FPTLF_MPNLF,D_10_12_FPTLF_MPLFSNS,D_10_12_FPTLF_T,D_10_12_FPNLF_MPEFT,D_10_12_FPNLF_MPEPT,D_10_12_FPNLF_MPEAW,D_10_12_FPNLF_MPEHNS
LGA14500,5050,163,4,5222,57,3,0,3,66,11,0,11,80,0,0,80,136,12,0,5,153,9,0,9,157,8,0,168,193,14,3,8,219,20,0,20,235,13,0,251,4698,365,36,46,5148,112,26,140,5288,173,4,5473,1603,101,15,15,1739,55,7,55,1796,98,0,1894,3,0,0,0,4,0,0,0,4,0,3,12,6300,471,53,66,6889,166,30,201,7087,278,8,7377,1254,100,5,8,1373,29,5,38,1410,58,0,1471,1581,103,16,7,1706,31,7,34,1742,33,0,1777,28,4,8,0,35,0,0,0,35,4,0,42,8,0,0,6,18,0,0,0,19,4,0,18,2874,212,25,24,3138,60,16,73,3214,97,0,3314,29,0,0,0,32,8,0,8,43,0,0,43,84,4,0,0,90,4,0,3,98,0,0,102,118,4,0,3,124,10,0,16,140,0,0,143,2992,214,25,26,3265,79,16,93,3355,100,0,3449,816,60,7,13
LGA14550,197,13,0,204,0,0,0,0,3,0,0,0,3,3,0,7,0,0,0,3,6,0,0,0,6,0,0,3,3,4,0,3,4,0,0,0,7,3,0,9,154,40,3,7,201,5,0,5,204,10,0,217,64,21,4,0,85,6,0,8,91,36,0,127,0,0,0,0,0,0,0,0,0,0,0,0,215,54,3,11,284,9,0,11,293,49,0,347,41,12,0,0,56,0,0,0,56,0,0,57,35,4,3,0,44,3,0,5,47,5,0,50,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,3,3,0,0,0,3,0,0,3,78,20,9,3,103,4,0,8,107,7,0,113,0,3,0,0,3,3,0,3,7,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,6,3,0,6,78,22,9,6,106,9,0,11,114,12,0,122,31,4,0,0
LGA14600,191,12,0,202,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,3,0,6,4,0,0,0,4,0,0,0,4,9,0,9,166,14,3,13,194,9,0,9,198,16,0,214,58,4,3,7,74,6,4,9,86,13,0,96,0,0,0,0,0,0,0,0,0,0,0,0,221,20,10,20,265,9,4,17,281,24,0,308,33,0,0,0,33,0,0,0,33,4,0,30,41,3,0,3,45,0,0,0,52,3,0,50,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,0,0,0,7,0,0,8,73,3,0,6,87,0,0,0,86,4,0,90,0,0,0,0,0,3,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,3,3,0,3,73,3,0,6,87,3,0,3,88,11,0,94,23,0,3,9
LGA14650,6252,240,6,6501,34,10,0,3,50,9,0,9,60,11,0,63,135,16,0,4,157,14,0,18,178,11,0,187,169,23,0,12,208,23,0,28,231,22,0,250,5562,622,94,75,6350,114,18,138,6489,265,6,6753,1341,162,34,27,1566,60,6,71,1640,289,12,1937,9,6,0,4,21,0,0,0,21,0,12,35,6918,791,134,103,7939,178,28,206,8147,549,29,8726,1122,120,12,8,1265,22,4,25,1285,95,3,1378,1889,208,35,16,2140,27,5,37,2176,71,6,2247,59,6,9,0,80,3,0,6,87,3,0,90,18,0,0,22,41,0,0,0,41,3,0,49,3086,340,64,43,3530,51,11,62,3592,164,6,3760,32,7,0,0,38,3,0,3,44,3,0,46,70,11,0,0,87,5,0,8,88,3,0,93,102,18,0,0,120,12,0,9,134,3,0,137,3187,360,64,43,3652,62,8,76,3727,171,6,3902,634,88,19,14
LGA14700,1330,34,0,1361,13,7,0,0,19,3,0,3,17,0,0,17,49,3,0,0,47,3,0,3,50,0,0,56,56,8,0,0,67,5,0,5,70,0,0,71,1248,102,14,8,1372,31,6,37,1404,37,0,1441,310,30,0,4,346,8,0,10,358,21,0,376,0,0,0,0,0,0,0,0,0,0,3,3,1555,126,14,21,1719,37,7,43,1760,50,9,1816,303,37,0,0,343,7,0,9,354,22,0,373,348,16,0,3,369,7,0,7,375,3,0,379,7,4,0,0,9,0,0,0,9,3,0,10,5,0,0,0,6,0,0,0,6,0,0,6,665,59,3,4,726,18,0,13,743,27,0,772,11,0,0,0,8,0,0,0,8,0,0,8,13,0,0,0,19,3,0,3,19,0,0,22,24,0,0,0,25,4,0,4,32,0,0,28,685,57,3,3,752,18,0,20,771,28,0,799,139,19,3,3
LGA14750,318,4,0,316,3,0,0,0,3,0,0,0,3,0,0,3,13,4,0,0,15,0,0,0,15,0,3,12,19,4,0,0,16,0,0,0,16,0,3,23,289,34,3,9,332,0,0,3,336,4,3,341,91,17,0,8,111,0,0,0,111,21,0,136,0,0,0,0,0,0,0,0,0,0,6,6,382,50,3,18,446,0,0,3,447,27,7,479,85,6,3,0,92,0,0,0,91,0,0,92,115,12,0,0,126,0,0,0,129,0,0,133,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,3,0,0,0,3,0,0,3,199,18,9,3,228,0,0,0,232,3,0,235,4,0,0,0,4,0,0,0,6,0,0,6,5,0,0,0,6,0,0,0,6,0,0,9,11,0,0,0,12,0,0,0,11,0,0,13,211,18,9,7,237,3,0,4,238,3,0,247,36,8,3,0
LGA14850,1136,76,3,1212,9,7,0,0,14,7,0,7,16,3,0,21,15,10,0,0,24,3,0,3,27,3,0,36,21,14,0,0,37,10,0,10,50,4,0,58,944,179,10,16,1155,21,4,29,1185,83,3,1268,250,77,0,3,334,12,10,21,351,76,0,428,0,0,6,0,4,0,0,0,3,0,3,11,1196,259,16,21,1492,35,16,46,1538,162,6,1703,254,41,5,0,293,3,3,6,304,13,0,316,306,79,4,3,393,13,3,20,409,22,0,428,12,3,3,0,17,0,0,0,17,0,0,21,3,0,0,3,9,0,0,0,6,0,0,6,575,122,7,11,710,16,11,23,739,33,0,778,7,3,0,0,9,3,0,3,10,3,0,13,8,6,0,0,10,3,0,3,19,5,0,23,12,10,0,0,23,7,0,9,30,9,0,33,590,129,7,11,734,21,10,35,763,41,0,805,98,37,6,3
LGA14870,490,23,0,517,3,0,0,0,8,0,0,0,9,5,0,7,21,0,3,0,18,0,0,0,18,0,0,19,19,0,3,0,26,0,0,0,25,3,0,29,452,35,6,13,506,7,0,9,518,26,0,547,115,26,0,8,148,23,0,21,174,57,0,227,0,0,0,0,0,0,0,0,0,0,0,3,569,63,11,22,661,32,3,35,690,83,3,780,106,5,0,0,114,0,0,0,115,4,0,115,152,13,0,0,170,0,3,3,173,5,0,181,8,3,0,0,7,0,0,0,7,0,0,7,0,0,0,3,5,0,0,0,5,0,0,5,267,27,5,5,298,5,3,5,304,11,0,314,0,0,0,0,0,0,0,0,3,0,0,5,12,0,0,0,11,0,0,0,11,0,0,11,13,0,0,0,16,0,0,0,13,0,0,17,277,23,5,5,315,4,3,4,321,11,0,332,63,6,4,4
LGA14900,5952,273,9,6228,90,24,0,0,113,14,3,20,131,22,0,154,184,43,0,6,229,31,3,30,261,34,0,293,272,64,0,6,344,45,3,47,392,58,0,445,5276,693,92,117,6168,141,31,169,6344,327,9,6676,2507,755,64,134,3460,155,61,220,3680,1266,24,4969,15,6,0,9,31,0,0,0,36,6,62,97,7797,1450,151,261,9662,304,90,391,10057,1595,86,11742,1583,153,23,7,1770,36,11,44,1816,109,5,1928,1426,239,21,25,1712,29,6,34,1745,83,3,1827,47,3,8,0,60,0,0,0,60,0,0,62,23,8,0,32,63,0,0,0,64,10,0,77,3084,403,49,66,3603,59,21,80,3688,197,9,3892,51,6,0,0,60,13,3,13,74,10,0,84,87,28,0,3,121,8,3,10,131,17,0,145,136,37,3,0,180,20,5,27,205,23,0,235,3216,441,56,66,3787,84,24,108,3896,225,9,4128,1222,362,31,68
LGA14920,183,11,0,192,0,0,0,0,0,8,0,8,7,0,0,7,10,0,0,0,10,0,3,3,11,0,0,11,10,0,0,0,10,8,3,9,19,0,0,19,179,10,3,3,190,5,3,7,203,11,0,208,56,13,0,4,75,4,3,5,84,9,0,97,0,0,0,0,0,0,0,0,0,0,0,3,236,18,4,8,269,8,3,15,289,18,0,309,55,5,0,0,59,0,0,0,59,0,0,57,61,7,0,0,67,0,0,0,67,0,0,62,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,3,3,0,0,0,3,0,0,5,114,13,3,3,129,0,0,0,129,3,0,130,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,7,0,0,7,6,0,0,0,7,0,0,0,3,0,0,3,121,11,3,3,131,0,0,0,135,3,0,141,24,0,0,8
LGA14950,118,0,0,120,4,0,0,0,4,0,0,0,4,3,0,4,0,0,0,0,0,0,0,0,5,0,0,5,6,0,0,0,6,0,0,0,10,3,0,10,110,6,0,0,117,3,3,6,123,4,0,130,21,0,0,0,20,0,0,0,26,15,0,35,0,0,0,0,0,0,0,0,0,0,0,0,135,7,0,3,141,6,3,6,145,16,0,167,32,0,0,0,32,0,0,0,32,0,0,32,40,0,0,0,36,0,0,0,36,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,75,0,0,0,76,0,0,0,76,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,76,0,0,0,79,0,0,81,14,0,0,0
LGA15050,2743,84,4,2831,26,5,0,0,39,10,0,10,48,6,0,55,85,13,0,0,103,3,0,4,109,4,3,117,118,16,0,3,140,19,0,19,157,9,3,171,2513,255,46,21,2835,60,4,69,2899,91,13,3005,730,74,23,23,857,42,8,51,904,93,4,1007,6,0,0,3,13,0,0,0,13,0,3,14,3250,328,71,54,3696,108,14,117,3818,187,17,4018,529,41,4,4,586,17,3,15,597,26,0,624,772,66,16,8,862,15,0,18,884,22,3,911,28,0,0,0,30,0,0,0,30,6,0,36,7,0,0,7,12,0,0,0,12,0,0,18,1341,110,30,21,1493,33,7,37,1530,58,3,1590,16,7,0,0,26,3,0,4,26,0,0,28,40,4,0,0,46,4,0,4,56,3,0,58,59,5,0,0,71,8,3,10,81,3,0,84,1398,115,28,21,1565,36,7,45,1610,65,3,1675,319,47,5,14
LGA15240,1862,149,3,2013,19,7,0,0,29,17,0,17,46,12,0,53,45,9,3,0,52,10,0,10,56,3,0,60,60,18,3,3,77,22,0,22,104,11,0,118,1507,308,38,41,1901,56,7,66,1965,159,3,2133,457,121,17,21,619,49,4,53,676,216,6,898,3,0,0,0,3,0,0,0,3,0,11,16,1968,431,62,60,2527,108,13,123,2650,384,19,3048,350,58,9,3,425,11,4,9,433,37,0,474,505,120,12,8,658,23,0,26,680,50,0,726,13,8,0,0,24,0,0,0,24,3,0,27,9,0,0,11,15,0,0,0,15,0,0,15,875,187,27,29,1115,32,3,37,1153,85,0,1242,4,3,0,0,13,6,0,6,21,5,0,30,28,3,0,0,31,3,0,3,30,5,0,38,34,10,0,0,44,8,0,10,56,10,0,61,907,196,30,29,1164,44,3,45,1206,92,0,1301,237,73,7,16
LGA15270,758,27,0,786,9,0,0,0,9,4,0,4,16,3,0,18,24,3,0,0,33,3,0,3,34,0,0,34,41,3,0,0,44,8,0,8,51,3,0,50,689,72,19,14,792,12,7,19,812,28,0,839,232,38,4,7,278,11,3,14,296,45,0,342,0,0,0,0,0,0,0,0,0,0,3,8,922,105,24,17,1075,22,5,29,1102,77,5,1183,121,8,3,0,134,8,0,8,141,3,0,143,228,26,0,0,248,5,0,5,258,4,0,263,11,0,0,0,12,0,0,0,12,0,0,12,3,0,0,3,9,0,0,0,9,0,0,9,361,36,0,4,405,9,0,9,413,14,0,427,5,0,0,0,5,9,0,9,15,0,0,15,9,0,0,0,9,3,0,3,11,0,0,11,15,0,0,0,15,7,0,7,27,0,0,29,371,36,0,4,418,18,0,18,438,15,0,447,107,20,3,0
LGA15300,402,6,0,407,0,0,0,0,5,0,3,3,9,0,0,9,0,3,0,0,4,3,0,3,6,0,0,6,5,3,0,0,12,3,3,5,13,0,0,13,373,25,6,11,413,3,3,3,419,6,0,425,104,8,4,6,120,3,0,3,122,25,0,150,0,0,0,0,0,0,0,0,0,0,0,4,478,33,11,11,528,5,3,5,540,32,3,572,96,8,0,0,96,3,0,3,103,4,0,106,105,9,0,3,119,0,0,0,121,0,0,117,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,3,7,0,0,0,7,0,0,7,200,17,0,4,223,3,0,3,229,3,0,231,0,0,0,0,0,0,3,3,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,5,205,17,0,4,222,3,3,9,235,3,0,239,30,0,3,0
LGA15350,888,22,0,909,8,0,0,0,6,0,0,0,6,3,0,6,28,3,0,0,34,0,0,0,37,0,0,37,32,3,0,0,42,0,0,0,43,3,0,40,828,61,4,9,901,19,4,21,924,21,0,948,389,36,3,5,431,8,0,8,443,28,0,467,0,0,0,0,0,0,0,0,0,0,5,4,1226,90,6,17,1338,27,4,30,1371,52,5,1428,195,22,3,3,220,6,5,5,226,11,0,242,235,13,0,4,250,0,0,0,255,3,0,255,6,0,0,0,8,0,0,0,8,0,0,7,0,0,0,0,0,0,0,0,0,3,0,3,435,36,7,4,480,9,5,7,485,18,0,502,5,0,0,0,5,0,0,0,4,0,0,4,4,0,0,0,6,0,0,0,6,0,0,6,12,0,0,0,11,0,0,0,14,0,0,14,441,34,7,4,490,6,5,8,499,18,0,519,214,16,0,3
LGA15520,377,9,0,385,5,0,0,0,5,0,0,0,5,0,0,5,9,0,0,0,9,0,0,0,9,0,0,9,15,0,0,0,15,0,0,0,15,0,0,15,334,29,8,12,383,4,0,4,389,9,0,403,82,15,3,0,100,3,0,3,102,7,0,110,3,0,0,0,3,0,0,0,3,3,0,10,428,46,10,13,491,3,0,3,493,19,0,519,87,9,0,0,97,0,0,0,99,0,0,101,114,12,3,0,128,0,0,0,127,0,0,127,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,3,0,0,0,3,0,0,3,206,22,3,0,228,3,0,4,236,3,0,237,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,3,0,0,0,3,0,0,3,210,22,3,0,235,3,0,4,238,3,0,242,18,7,3,3
LGA15560,122,9,0,129,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,0,0,0,3,0,0,3,3,0,0,5,8,0,0,0,8,0,0,8,108,6,0,4,123,3,0,3,126,9,0,132,30,3,0,0,37,0,0,0,37,7,3,40,0,0,0,0,0,0,0,0,0,0,0,0,141,12,0,4,156,3,0,3,159,11,3,175,19,5,0,0,30,4,0,4,30,4,0,35,37,5,0,0,42,0,4,4,43,4,0,46,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,61,14,0,0,77,4,4,3,80,7,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,63,14,0,0,78,3,4,3,80,7,0,88,12,0,0,0
LGA15650,496,11,0,517,7,0,0,3,10,4,0,4,10,0,0,19,15,0,0,0,15,0,0,0,15,0,0,15,28,0,0,3,28,4,0,4,32,0,0,34,477,23,8,9,522,7,0,5,527,18,0,550,178,19,4,4,202,18,5,19,222,35,0,259,3,0,0,0,6,0,0,0,6,0,3,6,658,43,17,16,734,22,4,25,762,52,4,821,99,4,4,0,108,0,0,7,112,4,0,121,160,11,0,0,175,3,0,3,176,4,0,182,7,3,0,0,7,0,0,0,7,0,0,10,0,0,0,0,3,0,0,0,3,0,0,3,271,20,3,3,296,3,0,10,305,4,0,309,4,3,0,0,7,0,0,0,7,0,0,7,5,0,0,0,8,0,0,0,8,0,0,8,10,3,0,0,16,0,0,0,17,0,0,17,282,24,3,3,310,8,0,8,317,4,0,330,75,5,7,3
LGA15700,403,38,0,442,4,3,0,0,7,0,0,0,7,5,0,9,11,0,0,0,11,0,0,0,13,0,0,10,17,3,0,0,18,0,0,0,18,4,0,25,298,87,15,6,398,21,5,24,417,45,0,469,104,38,4,3,149,13,0,13,165,46,0,209,3,0,0,0,3,0,0,0,3,0,0,4,406,122,16,9,551,31,5,36,591,85,3,681,96,18,0,0,116,0,0,0,114,11,0,126,95,25,3,0,127,7,5,15,137,19,0,154,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,194,48,5,0,246,12,5,16,261,29,0,286,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,4,0,0,0,4,0,0,4,6,0,0,0,6,3,0,3,8,0,0,9,196,48,5,0,247,9,5,19,262,31,0,297,40,14,9,0
LGA15750,507,9,0,515,0,3,0,0,3,0,0,0,4,0,0,4,6,0,0,0,6,0,0,0,3,0,0,9,6,3,0,0,9,0,0,0,11,0,0,10,459,28,19,12,516,3,0,0,514,9,0,524,107,10,3,0,121,12,3,14,137,27,0,162,0,0,0,0,0,0,0,0,0,0,3,5,562,38,22,12,638,18,3,20,652,38,0,693,103,3,0,0,106,4,0,4,111,0,0,115,114,4,4,0,125,0,0,0,127,10,0,134,4,0,3,0,7,0,0,0,7,0,0,7,0,0,0,4,4,0,0,0,4,0,0,4,226,7,7,6,248,5,0,5,250,8,0,263,3,0,0,0,5,0,0,0,5,0,0,6,3,0,0,0,3,0,0,0,3,0,0,3,10,0,0,0,6,0,0,0,9,0,0,8,230,6,7,6,259,5,0,5,259,10,0,274,39,0,0,0
LGA15800,205,14,0,211,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,5,0,0,5,6,0,0,0,6,0,0,3,4,0,0,4,180,13,3,8,204,3,0,3,209,14,0,221,39,3,0,0,39,3,3,3,48,5,0,57,4,0,0,0,4,0,0,0,4,0,0,4,222,17,3,8,251,3,4,7,258,18,0,276,50,4,0,0,55,0,0,0,53,0,0,55,61,4,0,0,69,0,0,0,69,0,0,68,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,114,9,0,0,121,0,0,0,126,4,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,9,0,0,128,0,0,0,125,4,0,134,18,0,0,0
LGA15850,192,5,0,199,3,0,0,0,3,0,0,0,7,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,11,0,0,7,164,18,0,3,192,4,0,4,202,5,0,209,38,11,0,0,51,3,3,10,58,14,0,77,0,0,0,0,0,0,0,0,0,0,0,0,206,31,0,3,247,8,3,12,260,26,0,285,45,0,0,0,48,0,0,0,48,0,0,53,53,6,0,0,65,0,0,0,62,4,0,67,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,4,0,0,0,4,0,0,4,109,5,0,0,117,0,0,0,120,10,0,128,0,0,0,0,0,3,0,3,3,0,0,4,0,0,3,0,3,0,0,0,3,0,0,3,0,0,3,0,3,3,0,3,5,0,0,6,109,5,3,0,125,4,0,4,125,11,0,131,20,0,0,0
LGA15900,4686,170,4,4856,36,13,0,0,50,18,0,18,61,5,0,71,110,20,0,0,126,15,5,18,145,10,0,158,143,27,0,0,172,27,5,33,206,17,0,227,4122,526,65,51,4760,109,21,133,4893,181,3,5079,870,131,17,20,1035,36,13,51,1086,220,0,1306,0,3,0,3,11,0,0,0,11,8,3,28,4990,661,88,70,5812,148,36,178,5987,412,11,6416,879,88,14,5,986,19,6,22,1010,59,3,1068,1286,156,11,10,1465,23,4,29,1497,47,0,1538,42,0,6,0,52,0,0,0,55,0,0,56,18,7,0,8,28,0,0,0,28,4,0,36,2222,254,36,24,2533,43,11,59,2589,111,3,2699,22,4,0,0,31,0,0,0,31,0,0,32,39,12,0,0,47,7,3,10,60,11,0,63,59,14,0,0,77,8,3,9,87,11,0,96,2282,265,36,26,2612,56,10,64,2675,118,3,2794,380,53,8,12
LGA15950,1423,62,0,1479,22,0,0,0,23,3,0,3,25,0,0,32,44,8,0,0,57,0,0,0,57,0,0,54,64,3,0,0,74,3,0,3,82,3,0,83,1308,109,13,27,1456,44,3,48,1499,61,0,1567,383,22,3,11,419,10,0,10,428,30,0,464,0,0,0,3,3,0,0,0,3,0,0,0,1692,134,18,34,1880,50,3,58,1934,95,0,2031,278,36,0,0,312,13,0,13,328,21,0,349,244,22,0,0,270,8,3,7,279,3,0,280,8,0,3,0,5,0,0,0,10,3,0,13,3,0,0,6,6,0,0,0,6,0,0,6,527,59,3,4,596,22,3,28,622,28,0,649,16,0,0,0,14,3,0,3,13,3,0,15,18,3,0,0,16,0,0,0,16,0,0,16,26,3,0,3,34,3,0,3,38,3,0,34,559,60,3,10,630,23,3,27,656,33,0,686,156,11,3,3
