LGA_CODE_2016,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
LGA16610,117,229,490,621,696,571,131,17,3,2879,168,108,168,162,200,282,111,24,0,1225,9,13,19,13,26,30,8,0,0,127,6,11,22,17,23,16,14,9,0,119,298,359,698,823,949,905,262,50,8,4347,41,45,61,50,56,40,6,0,0,292,27,15,18,17,11,18,5,0,0,106,62,59,71,65,64,55,7,0,0,396,362,421,771,892,1013,956,268,56,8,4740,348,94,134,179,327,577,1048,653,209,3576,69,43,79,117,128,113,116,83,25,779,778,561,979,1183,1471,1651,1436,795,239,9100,61,145,230,375,446,310,59,9,3,1643,218,143,262,375,469,420,100,10,3,1996,6,13,53,35,19,28,7,4,0,174,15,12,23,13,21,17,5,5,5,108,299,312,563,798,957,774,169,25,4,3919,18,32,29,31,33,18,0,0,0,155,29,14,27,32,23,17,0,0,0,139,44,42,59,59,59,29,0,0,0,291
LGA16650,181,1125,6371,5368,4074,2485,488,37,10,20133,557,1220,2004,989,780,731,360,61,6,6718,34,54,163,103,107,93,50,6,0,611,30,95,232,140,120,82,23,3,3,734,807,2499,8771,6600,5072,3400,922,108,21,28205,61,152,325,226,192,146,11,3,0,1119,159,210,209,50,47,69,17,3,0,761,221,362,536,280,245,209,26,3,0,1881,1032,2863,9311,6883,5318,3611,950,109,21,30086,1615,933,1004,571,748,1301,2846,2103,888,12000,148,245,733,510,353,322,273,245,207,3029,2790,4036,11039,7956,6418,5232,4065,2458,1117,45121,102,1041,4468,3104,2792,1645,228,8,3,13399,695,1335,2531,2094,1663,1115,326,37,4,9797,33,54,364,249,105,91,26,0,0,924,23,77,161,67,89,54,18,10,4,496,858,2513,7519,5518,4646,2901,596,57,7,24619,33,99,246,121,131,56,3,0,0,689,155,182,239,127,126,89,6,0,0,929,195,278,491,250,251,152,10,0,0,1621
LGA16700,129,1171,6557,6303,4760,2915,602,34,4,22481,684,1255,1286,755,764,795,457,89,3,6094,40,64,125,111,86,96,37,3,0,564,20,65,178,95,101,62,21,8,0,551,869,2557,8148,7258,5710,3875,1118,135,16,29688,39,124,333,242,229,143,16,3,0,1131,244,271,173,56,48,74,17,0,0,886,288,399,503,306,280,216,31,3,0,2018,1156,2957,8648,7561,5987,4091,1145,140,19,31700,1901,1538,1188,543,687,1428,2612,2032,980,12920,127,191,468,371,298,237,178,135,87,2097,3185,4687,10310,8477,6983,5754,3938,2305,1079,46719,84,1100,5121,3550,3289,1895,274,9,0,15325,882,1438,1935,2415,2051,1515,427,59,0,10732,55,82,407,233,98,110,39,3,0,1030,31,75,132,82,62,62,12,3,11,475,1059,2689,7600,6283,5504,3579,752,74,12,27556,21,75,284,131,122,77,4,0,0,719,189,267,245,191,127,89,11,0,0,1130,213,347,525,323,249,168,12,0,5,1847
LGA16900,358,1022,2622,2917,2886,1768,200,14,0,11787,530,483,374,385,439,478,185,23,4,2890,31,46,90,74,118,115,14,0,0,493,18,48,59,49,54,28,23,3,0,285,937,1603,3142,3417,3498,2391,415,41,9,15454,117,162,145,130,112,105,4,0,0,781,175,45,30,28,31,36,14,0,0,362,285,208,177,158,148,139,19,3,0,1135,1226,1811,3324,3577,3642,2534,428,40,9,16594,1096,247,330,389,575,1338,2555,1434,440,8401,90,91,197,199,229,204,206,164,85,1464,2411,2155,3851,4169,4442,4075,3193,1638,538,26461,165,668,1305,1270,1541,850,67,0,0,5867,808,726,1311,1753,1639,1027,163,9,0,7444,34,44,217,118,107,105,13,0,0,649,17,32,43,32,33,27,6,3,3,200,1023,1466,2874,3172,3321,2016,251,20,8,14157,73,99,102,79,65,34,0,0,0,455,200,75,95,119,84,36,9,0,0,610,271,171,194,201,150,68,6,0,0,1060
LGA16950,376,1033,2640,2884,3166,2353,394,40,5,12889,634,485,578,614,789,1134,528,82,6,4856,42,43,79,84,126,158,47,8,7,591,50,58,87,63,86,80,31,14,4,465,1101,1621,3384,3644,4167,3732,999,139,22,18797,126,176,206,175,181,167,4,3,0,1032,99,60,42,43,60,89,20,3,0,420,223,239,249,220,240,257,29,6,0,1456,1325,1858,3633,3866,4406,3989,1027,144,22,20259,1204,411,699,788,1127,2911,5862,3433,1065,17502,180,204,367,351,402,479,555,369,218,3129,2708,2469,4702,5006,5937,7380,7435,3945,1301,40891,163,628,1229,1428,1941,1359,134,12,3,6884,928,644,1410,1852,2112,1936,505,38,7,9432,47,57,217,128,160,202,53,3,0,866,42,31,42,47,73,64,18,13,9,342,1189,1366,2896,3456,4276,3551,717,66,14,17531,72,81,86,108,100,76,4,0,0,520,124,70,104,95,99,111,8,0,0,611,194,146,184,202,197,191,15,0,0,1133
LGA17000,230,495,1055,1091,1161,740,132,13,3,4923,195,106,126,99,132,148,89,9,0,907,12,17,36,29,54,36,9,4,0,197,11,28,20,25,29,15,5,3,0,144,447,644,1235,1247,1369,943,232,32,6,6163,44,48,45,42,46,33,3,0,0,251,45,18,3,11,9,10,3,0,0,96,84,61,46,54,55,44,9,0,0,348,536,708,1281,1296,1432,985,240,36,6,6515,315,70,94,99,148,319,585,333,98,2054,53,45,103,111,126,103,85,42,13,684,906,825,1480,1508,1700,1403,911,408,114,9250,65,213,407,408,549,249,36,3,0,1937,268,205,400,605,529,330,78,7,3,2424,17,13,64,36,30,24,4,0,0,195,16,9,15,24,14,11,3,0,0,96,368,442,881,1074,1133,619,118,17,3,4656,16,27,24,38,32,10,0,0,0,149,52,16,45,46,25,22,3,0,0,205,71,42,70,83,60,31,3,0,0,359
LGA17040,114,288,730,812,935,720,212,37,11,3862,146,122,125,123,168,234,124,27,6,1072,12,7,24,31,33,44,21,3,4,169,12,19,20,16,27,14,8,7,0,127,283,438,899,977,1155,1010,364,72,16,5225,11,17,28,20,25,28,5,0,0,139,7,4,3,6,7,14,3,0,0,53,22,26,30,21,31,38,12,0,0,188,302,465,935,1003,1190,1049,375,75,16,5416,278,64,124,161,210,361,702,430,121,2456,47,62,119,97,123,110,101,67,36,764,628,584,1174,1265,1528,1524,1181,576,174,8637,58,214,427,468,671,414,97,14,0,2364,196,133,293,402,449,359,145,16,0,1996,8,3,46,30,37,45,18,0,0,182,8,12,13,21,20,15,4,6,0,96,274,363,775,921,1178,832,266,39,0,4639,7,8,12,13,14,11,0,0,0,69,18,9,15,16,9,14,3,0,0,77,21,19,27,31,21,30,3,0,0,150
LGA17080,79,175,444,493,615,533,148,26,3,2529,64,41,56,82,75,98,68,36,0,522,3,8,15,11,29,35,20,4,0,124,4,10,25,18,13,23,9,3,0,113,148,239,548,606,732,698,243,65,7,3285,13,24,29,30,28,19,0,0,0,132,12,3,4,3,7,13,7,3,0,53,22,25,30,33,34,28,7,3,0,190,174,264,579,636,767,725,251,69,7,3476,202,48,105,130,154,244,576,370,98,1929,21,34,63,64,93,104,81,57,44,560,396,340,746,837,1009,1067,905,500,159,5962,30,88,173,229,322,261,47,7,3,1163,106,94,226,283,297,258,92,6,0,1365,5,8,31,16,17,33,9,0,0,123,3,0,10,9,7,13,5,4,0,51,146,183,445,537,649,564,153,21,3,2709,11,11,13,14,16,16,0,0,0,80,15,8,13,13,12,9,0,0,0,70,27,22,29,25,31,23,0,0,0,154
LGA17100,58,535,2899,1809,1397,950,208,18,0,7875,211,607,785,312,289,240,142,31,9,2618,14,25,48,30,25,27,11,3,0,186,18,39,85,58,42,37,9,0,0,279,302,1209,3816,2205,1746,1255,368,53,12,10960,20,46,129,87,50,58,4,0,0,391,76,127,88,20,22,33,13,0,0,368,89,179,214,106,66,87,18,0,0,763,395,1380,4028,2305,1811,1345,389,52,12,11722,779,505,507,195,250,449,698,583,248,4224,59,196,431,195,132,125,71,42,23,1273,1232,2089,4969,2699,2194,1920,1160,680,280,17225,33,435,1847,962,906,540,78,12,0,4801,267,541,775,598,650,393,110,21,0,3361,20,40,112,48,36,31,11,3,0,291,5,30,62,38,41,18,0,3,3,198,316,1048,2789,1647,1626,972,208,38,8,8658,8,47,143,65,38,23,3,0,0,328,71,84,93,55,43,33,5,0,0,383,76,126,245,122,81,55,6,0,0,711
LGA17150,914,3217,9658,11724,11171,7455,1306,91,8,45544,1885,1820,1133,1013,1221,1735,1223,192,27,10240,111,87,248,199,267,323,94,15,3,1346,62,113,199,172,213,116,32,13,4,933,2971,5243,11237,13109,12873,9628,2652,307,43,58058,105,205,255,216,274,208,24,8,0,1296,302,153,60,48,53,117,46,6,3,791,410,350,319,266,330,322,68,14,6,2084,3383,5597,11555,13377,13198,9951,2719,322,48,60142,3169,690,599,642,926,2783,6470,4414,1958,21651,183,222,580,610,568,538,402,237,119,3464,6735,6508,12739,14631,14695,13275,9593,4972,2126,85265,408,2573,6649,5487,6453,4043,518,29,6,26170,2599,2266,3247,6219,5629,4256,1237,95,14,25563,101,137,780,493,261,367,99,14,3,2263,49,98,151,136,137,94,27,12,4,715,3160,5071,10833,12343,12489,8762,1884,145,20,54707,70,109,171,149,172,104,3,0,0,779,402,133,132,217,223,141,19,3,0,1269,467,240,303,362,390,246,27,6,3,2045
LGA17200,152,2794,20426,12304,7047,3605,852,76,9,47265,550,2844,5097,1915,1234,1062,624,142,15,13480,44,144,442,315,178,130,52,11,0,1327,36,151,482,194,108,58,29,0,0,1059,778,5929,26446,14730,8567,4857,1551,231,26,63126,29,230,666,478,408,259,28,3,0,2093,221,684,459,146,97,109,46,8,0,1770,253,908,1126,628,502,370,69,7,0,3862,1028,6839,27571,15350,9077,5233,1623,242,32,66991,2250,4491,3208,1238,1531,2124,3070,1707,527,20148,483,1910,4699,2417,1665,1178,760,385,153,13644,3768,13236,35479,19004,12266,8532,5460,2334,709,100789,144,2849,16813,7395,4247,2291,415,37,7,34187,857,3521,6197,2942,1599,1395,630,68,16,17220,56,182,778,472,148,115,47,4,0,1806,73,185,371,117,78,59,27,7,0,911,1132,6741,24157,10927,6064,3856,1112,111,24,54123,20,199,554,238,211,116,9,0,0,1347,347,895,572,199,151,96,23,5,0,2280,368,1091,1128,442,363,210,32,7,0,3628
LGA17310,316,886,2340,2197,2356,1756,411,65,12,10329,453,220,323,294,338,456,276,68,4,2430,22,20,73,67,64,92,29,9,3,376,26,22,61,53,51,42,21,10,3,290,817,1145,2792,2611,2810,2345,737,140,22,13425,81,104,141,79,107,86,4,0,0,609,62,25,33,28,15,31,7,0,0,200,139,132,172,104,121,116,16,0,0,813,959,1279,2959,2717,2935,2467,753,143,22,14237,860,211,292,350,463,939,1972,1286,402,6782,127,102,265,269,247,292,276,175,62,1827,1941,1594,3519,3341,3648,3695,3000,1609,493,22837,137,538,1310,1314,1569,1123,174,16,8,6195,599,369,957,1162,1193,965,305,35,4,5585,44,46,158,79,85,98,25,3,0,548,31,21,51,35,47,42,18,10,0,249,815,972,2486,2585,2893,2227,520,66,11,12572,53,65,109,85,63,44,4,0,0,421,87,44,70,66,49,62,4,0,0,380,143,103,172,152,118,108,5,0,0,805
LGA17350,39,71,188,192,242,212,55,6,0,1008,37,14,25,23,42,45,36,10,0,233,3,0,7,3,6,14,9,0,0,46,5,6,3,6,10,13,5,3,0,51,87,92,218,222,301,290,109,20,0,1342,7,5,12,10,9,7,0,0,0,54,3,0,3,0,3,0,0,0,0,18,7,13,17,6,15,11,0,0,0,73,96,104,238,227,312,299,107,20,0,1413,92,17,21,41,56,113,267,166,70,850,10,8,18,13,26,26,27,22,3,147,198,132,278,280,396,436,403,205,76,2408,18,37,72,78,153,102,26,3,0,483,50,42,102,136,148,101,29,5,3,610,3,0,15,10,13,18,3,0,0,52,0,0,3,4,9,9,3,0,0,30,67,75,192,225,321,227,58,10,0,1173,0,0,6,8,9,3,0,0,0,30,7,3,5,3,3,3,0,0,0,22,6,3,13,10,10,3,0,0,0,57
LGA17400,22,46,113,150,188,230,83,16,0,850,35,13,13,30,53,75,54,15,0,294,4,0,3,6,4,14,3,0,0,38,3,6,4,8,7,4,4,7,0,39,61,60,133,200,261,325,147,38,0,1220,10,8,5,16,18,15,0,0,0,70,3,0,0,5,7,13,3,0,0,28,10,6,5,15,23,24,3,0,0,100,76,64,142,216,283,351,148,37,0,1316,95,23,39,57,97,216,371,187,33,1120,19,14,20,28,40,72,64,36,21,305,181,97,192,306,419,643,584,257,55,2739,7,36,59,92,124,138,40,4,0,498,36,19,52,114,99,156,53,10,0,543,7,3,12,8,9,19,7,0,0,62,3,0,0,7,5,8,0,4,0,37,56,61,128,220,240,322,103,20,3,1141,3,14,6,4,13,8,0,0,0,51,3,0,3,11,6,17,0,0,0,42,9,16,13,15,26,25,0,0,0,98
LGA17420,524,2099,5886,9101,8639,5440,1201,61,3,32954,1501,1607,822,791,921,1112,893,157,7,7819,83,68,108,124,127,150,70,15,0,749,45,59,124,140,118,72,28,9,0,604,2149,3836,6943,10163,9810,6781,2196,243,17,42133,48,135,215,220,262,229,40,3,0,1145,349,215,69,38,46,77,42,3,0,841,403,353,286,266,300,302,84,7,0,1990,2552,4187,7222,10423,10110,7078,2281,245,17,44118,3109,776,492,445,579,1634,4130,2358,679,14197,125,131,261,314,368,270,230,121,56,1874,5785,5093,7977,11185,11050,8982,6635,2727,748,60193,236,1693,4029,4796,5155,2973,478,16,0,19381,1932,1770,1916,4065,3632,2556,893,72,3,16848,100,92,396,295,177,178,56,4,0,1300,37,51,105,127,101,65,38,0,3,520,2307,3604,6445,9278,9067,5773,1463,96,4,38046,37,83,150,182,142,60,8,0,0,661,347,156,152,246,176,94,16,0,0,1198,392,238,298,430,317,151,21,0,0,1856
LGA17550,263,807,2222,2954,3115,2314,412,48,7,12134,679,547,628,703,830,996,466,75,11,4949,32,27,82,92,97,127,46,6,0,518,47,56,92,72,74,59,26,7,7,435,1020,1442,3026,3822,4120,3501,950,142,24,18032,93,146,157,177,199,192,9,3,0,975,163,54,46,37,51,84,27,6,0,464,260,196,203,211,254,274,37,7,0,1439,1278,1641,3224,4036,4374,3772,986,146,24,19476,1122,281,443,491,856,2111,4449,2994,1183,13934,124,139,293,333,388,494,467,354,245,2830,2526,2059,3964,4859,5615,6374,5898,3491,1453,36237,110,469,1170,1457,2023,1442,168,15,3,6855,951,721,1340,2102,2191,1940,454,43,3,9746,38,34,210,120,118,178,40,3,0,752,42,22,54,56,72,69,13,16,3,340,1143,1250,2776,3743,4401,3630,675,72,17,17700,46,93,84,98,126,93,0,0,0,550,170,77,103,118,117,122,18,0,0,729,216,176,190,221,241,219,15,0,0,1280
LGA17620,77,173,528,586,598,479,120,25,7,2592,92,56,97,82,92,112,82,24,5,635,4,4,11,16,18,36,5,0,0,101,11,5,13,21,16,13,3,3,0,85,189,236,648,704,723,634,212,52,7,3406,11,14,28,20,25,20,0,0,0,122,10,0,0,3,3,6,3,3,0,38,20,15,34,31,29,24,3,3,0,156,214,249,677,734,748,660,217,60,7,3568,172,32,33,62,77,221,479,277,98,1446,17,33,75,85,80,80,64,37,30,499,398,320,783,883,904,962,756,367,135,5515,24,112,318,292,348,228,45,11,5,1376,118,75,221,289,285,238,78,14,6,1336,7,6,30,26,22,19,3,3,0,121,3,9,10,6,3,8,3,4,0,55,155,207,579,613,658,495,129,33,7,2889,11,21,14,20,17,8,0,0,0,84,8,9,22,7,7,14,0,0,0,79,22,36,32,32,22,18,0,0,0,157
LGA17640,48,86,199,263,356,317,143,41,3,1459,50,22,28,36,71,76,65,20,8,381,3,0,6,4,18,12,5,0,0,52,0,0,7,3,8,3,11,6,0,41,104,106,241,312,455,414,213,68,17,1932,3,8,5,6,17,11,5,0,0,52,0,4,0,0,4,5,0,0,0,25,9,11,11,6,18,15,5,0,0,79,105,123,252,324,474,430,225,72,17,2006,87,20,15,35,71,148,292,180,60,912,29,14,20,27,53,64,51,22,10,289,220,154,292,383,595,635,569,275,82,3206,16,41,93,124,225,147,49,7,0,716,57,36,113,146,179,158,59,9,0,755,6,3,27,14,17,12,10,3,0,89,5,3,4,3,7,9,6,3,0,40,89,81,241,291,429,323,125,21,3,1601,3,5,3,4,9,8,0,0,0,36,6,3,3,7,3,3,3,0,0,29,10,15,8,6,11,8,0,0,0,61
LGA17650,20,58,140,223,254,219,56,12,5,988,34,18,31,44,52,66,42,9,5,292,3,0,4,4,3,18,3,0,0,45,7,3,3,6,3,5,3,4,0,35,59,86,177,276,313,302,103,25,7,1355,11,10,3,3,16,13,0,0,0,53,8,6,6,0,3,8,3,0,0,26,18,13,7,6,18,14,3,0,0,77,75,92,186,281,333,318,111,25,7,1436,95,19,12,25,46,139,277,111,31,755,8,5,13,22,28,30,29,17,0,165,181,117,211,331,412,493,419,154,44,2363,16,29,70,100,184,128,33,3,0,562,53,47,88,150,142,115,40,9,0,642,4,0,17,8,7,14,0,0,0,48,3,0,3,0,4,9,0,0,0,21,80,78,182,260,331,265,73,15,0,1276,7,3,3,9,10,5,0,0,0,33,3,5,4,4,4,3,0,0,0,34,8,7,12,11,14,8,0,0,0,70
LGA17750,456,1277,2896,2658,2532,1836,326,50,3,12036,532,338,421,309,305,418,267,54,6,2651,22,36,67,61,64,101,30,0,0,393,32,55,65,44,42,40,21,6,3,301,1044,1702,3447,3065,2942,2400,652,110,18,15387,76,126,139,100,84,65,3,0,0,590,106,52,31,24,26,39,15,4,0,291,179,183,175,124,109,101,15,4,0,885,1221,1885,3625,3187,3054,2503,669,115,18,16271,911,365,325,304,389,751,1641,1048,431,6158,137,148,262,210,243,235,189,106,40,1568,2265,2396,4208,3697,3687,3483,2503,1271,488,23997,204,800,1684,1479,1679,1121,143,18,0,7128,765,815,1179,1242,1156,979,278,40,3,6461,30,74,228,109,77,93,30,4,3,648,30,38,40,25,31,23,12,3,3,208,1028,1722,3136,2864,2946,2211,469,64,6,14447,58,81,99,67,67,39,3,0,0,410,135,89,72,72,32,37,3,0,0,440,194,173,174,135,101,77,6,0,0,849
LGA17850,8,34,91,106,155,133,79,10,0,614,14,14,18,11,23,26,27,9,0,140,0,3,4,0,3,4,3,0,0,21,0,3,0,0,0,4,0,0,0,11,27,49,112,119,176,172,109,27,3,788,4,0,6,3,0,3,0,0,0,16,0,4,0,0,0,4,0,0,0,9,3,5,6,7,0,4,0,0,0,27,24,53,116,125,179,173,109,27,3,813,37,13,6,11,17,44,111,59,22,319,5,3,21,13,16,18,35,19,16,150,70,69,146,144,217,244,253,103,33,1284,6,26,26,48,86,57,27,3,0,267,32,21,38,63,57,61,33,3,0,314,4,5,7,0,0,3,3,4,0,25,3,0,0,3,0,7,4,0,0,18,40,45,68,114,149,125,65,10,0,622,0,0,5,0,0,0,0,0,0,14,0,0,3,3,5,3,0,0,0,12,0,3,6,3,5,3,0,0,0,25
LGA17900,13,58,170,167,142,162,68,11,3,792,15,20,21,20,45,50,38,11,0,219,0,3,4,5,6,6,5,0,0,31,0,6,9,3,10,11,10,0,0,41,31,83,209,195,204,228,112,20,3,1090,3,8,21,17,28,26,0,0,0,95,7,7,7,9,6,11,0,0,0,50,12,19,24,28,34,31,3,0,0,147,42,100,232,225,239,264,120,20,3,1236,96,40,71,77,107,209,266,145,30,1038,17,21,44,42,37,76,62,29,3,334,157,160,346,336,384,547,439,200,34,2608,8,28,101,92,127,109,26,3,0,503,14,31,67,79,101,63,32,8,0,394,0,0,12,7,8,7,3,0,0,39,3,3,3,6,8,4,0,0,0,34,28,61,191,185,242,190,63,11,0,969,3,5,19,10,13,6,0,0,0,54,4,0,8,11,10,6,0,0,0,42,9,6,24,20,21,15,0,0,0,98
LGA17950,6,33,97,94,127,107,37,14,0,517,3,6,4,12,7,21,13,9,0,69,0,0,3,0,0,5,3,0,0,24,0,0,3,6,3,0,0,4,0,15,14,42,111,110,130,136,58,19,0,622,4,7,4,7,7,7,0,0,0,41,0,0,4,0,0,0,4,0,0,10,4,9,11,9,9,7,4,0,0,49,15,48,124,120,140,142,61,24,0,672,39,11,8,7,21,40,110,50,21,309,3,0,21,13,17,20,18,14,0,105,60,65,153,139,175,201,183,84,24,1084,0,12,55,49,83,67,19,3,0,288,10,12,38,51,40,35,19,7,0,201,0,0,10,0,0,8,0,3,0,21,0,0,0,0,0,3,0,0,0,15,14,29,98,101,122,108,37,11,7,530,0,0,4,6,3,0,0,0,0,21,4,0,7,8,5,0,0,0,0,20,7,3,7,14,10,3,0,0,0,40
LGA18020,24,82,187,251,326,295,118,31,3,1329,23,23,30,32,60,77,43,24,4,316,3,5,4,3,11,19,9,3,0,56,0,3,8,9,6,11,3,4,4,50,55,110,231,298,411,395,174,64,11,1754,14,31,31,15,19,27,0,0,0,135,0,7,3,3,3,16,0,0,0,32,18,36,34,21,24,37,0,0,0,169,65,147,261,315,437,440,174,64,11,1915,171,28,46,76,102,231,450,286,95,1489,14,32,41,42,59,80,89,53,18,434,257,207,352,436,601,749,715,402,126,3844,13,35,88,125,204,152,51,12,0,689,31,45,111,170,185,170,57,12,0,789,3,5,13,9,4,18,12,0,3,65,3,0,6,8,9,12,5,0,4,39,49,91,221,312,407,347,124,20,10,1581,7,6,16,10,22,13,0,0,0,70,5,11,11,10,7,3,0,0,0,50,5,12,22,26,28,23,0,0,0,123
LGA18050,34,564,4803,4375,2780,1399,414,40,14,14417,234,497,878,503,454,437,336,88,8,3441,11,14,77,85,56,44,18,0,0,311,9,27,113,85,43,26,11,6,0,325,287,1102,5877,5044,3335,1906,779,138,23,18494,10,40,104,103,93,65,9,0,0,428,54,71,65,35,32,36,14,0,0,302,60,117,172,139,125,105,20,0,0,730,352,1219,6049,5185,3461,2005,794,139,23,19230,786,299,328,232,277,508,1034,833,448,4736,93,186,957,621,415,248,221,153,96,2984,1228,1705,7334,6041,4145,2766,2053,1121,566,26955,28,640,4693,2448,1672,846,201,10,3,10541,321,662,1464,1622,1164,797,393,55,12,6480,19,32,270,217,52,54,15,0,0,659,4,27,95,54,31,21,15,0,0,250,373,1358,6526,4342,2911,1714,620,64,15,17930,6,31,99,81,61,30,0,0,0,302,51,69,83,80,72,52,13,0,0,419,57,94,182,156,135,76,13,0,0,727
