LGA_CODE_2016,MSEO_SEO,MSEO_SOLSE_VWorW,MSEO_SOLSE_NWorNAA,MSEO_SOLSE_Tot,MSEO_NS,MSEO_Tot,MOL_Afrikaans_SEO,MOL_Afrikaans_SOLSE_VWorW,MOL_Afrikaans_SOLSE_NWorNAA,MOL_Afrikaans_SOLSE_Tot,MOL_Afrikaans_NS,MOL_Afrikaans_Tot,MOL_Arabic_SEO,MOL_Arabic_SOLSE_VWorW,MOL_Arabic_SOLSE_NWorNAA,MOL_Arabic_SOLSE_Tot,MOL_Arabic_NS,MOL_Arabic_Tot,MOL_AIndLng_SEO,MOL_AIndLng_SOLSE_VWorW,MOL_AIndLng_SOLSE_NWorNAA,MOL_AIndLng_SOLSE_Tot,MOL_AIndLng_NS,MOL_AIndLng_Tot,MOL_CL_Canton_SEO,MOL_CL_Canton_SOLSE_VWorW,MOL_CL_Canton_SOLSE_NWorNAA,MOL_CL_Canton_SOLSE_Tot,MOL_CL_Canton_NS,MOL_CL_Canton_Tot,MOL_CL_Mandarin_SEO,MOL_CL_Mandarin_SOLSE_VWorW,MOL_CL_Mandarin_SOLSE_NWorNAA,MOL_CL_Mandarin_SOLSE_Tot,MOL_CL_Mandarin_NS,MOL_CL_Mandarin_Tot,MOL_CL_Oth_SEO,MOL_CL_Oth_SOLSE_VWorW,MOL_CL_Oth_SOLSE_NWorNAA,MOL_CL_Oth_SOLSE_Tot,MOL_CL_Oth_NS,MOL_CL_Oth_Tot,MOL_CL_Tot_SEO,MOL_CL_Tot_SOLSE_VWorW,MOL_CL_Tot_SOLSE_NWorNAA,MOL_CL_Tot_SOLSE_Tot,MOL_CL_Tot_NS,MOL_CL_Tot_Tot,MOL_Croatian_SEO,MOL_Croatian_SOLSE_VWorW,MOL_Croatian_SOLSE_NWorNAA,MOL_Croatian_SOLSE_Tot,MOL_Croatian_NS,MOL_Croatian_Tot,MOL_Dutch_SEO,MOL_Dutch_SOLSE_VWorW,MOL_Dutch_SOLSE_NWorNAA,MOL_Dutch_SOLSE_Tot,MOL_Dutch_NS,MOL_Dutch_Tot,MOL_French_SEO,MOL_French_SOLSE_VWorW,MOL_French_SOLSE_NWorNAA,MOL_French_SOLSE_Tot,MOL_French_NS,MOL_French_Tot,MOL_German_SEO,MOL_German_SOLSE_VWorW,MOL_German_SOLSE_NWorNAA,MOL_German_SOLSE_Tot,MOL_German_NS,MOL_German_Tot,MOL_Greek_SEO,MOL_Greek_SOLSE_VWorW,MOL_Greek_SOLSE_NWorNAA,MOL_Greek_SOLSE_Tot,MOL_Greek_NS,MOL_Greek_Tot,MOL_IAL_Bengali_SEO,MOL_IAL_Bengali_SOLSE_VWorW,MOL_IAL_Bengali_SOLSE_NWorNAA,MOL_IAL_Bengali_SOLSE_Tot,MOL_IAL_Bengali_NS,MOL_IAL_Bengali_Tot,MOL_IAL_Hindi_SEO,MOL_IAL_Hindi_SOLSE_VWorW,MOL_IAL_Hindi_SOLSE_NWorNAA,MOL_IAL_Hindi_SOLSE_Tot,MOL_IAL_Hindi_NS,MOL_IAL_Hindi_Tot,MOL_IAL_Punjabi_SEO,MOL_IAL_Punjabi_SOLSE_VWorW,MOL_IAL_Punjabi_SOLSE_NWorNAA,MOL_IAL_Punjabi_SOLSE_Tot,MOL_IAL_Punjabi_NS,MOL_IAL_Punjabi_Tot,MOL_IAL_Sinhal_SEO,MOL_IAL_Sinhal_SOLSE_VWorW,MOL_IAL_Sinhal_SOLSE_NWorNAA,MOL_IAL_Sinhal_SOLSE_Tot,MOL_IAL_Sinhal_NS,MOL_IAL_Sinhal_Tot,MOL_IAL_Urdu_SEO,MOL_IAL_Urdu_SOLSE_VWorW,MOL_IAL_Urdu_SOLSE_NWorNAA,MOL_IAL_Urdu_SOLSE_Tot,MOL_IAL_Urdu_NS,MOL_IAL_Urdu_Tot,MOL_IAL_Oth_SEO,MOL_IAL_Oth_SOLSE_VWorW,MOL_IAL_Oth_SOLSE_NWorNAA,MOL_IAL_Oth_SOLSE_Tot,MOL_IAL_Oth_NS,MOL_IAL_Oth_Tot,MOL_IAL_Tot_SEO,MOL_IAL_Tot_SOLSE_VWorW,MOL_IAL_Tot_SOLSE_NWorNAA,MOL_IAL_Tot_SOLSE_Tot,MOL_IAL_Tot_NS,MOL_IAL_Tot_Tot,MOL_Italian_SEO,MOL_Italian_SOLSE_VWorW,MOL_Italian_SOLSE_NWorNAA,MOL_Italian_SOLSE_Tot,MOL_Italian_NS,MOL_Italian_Tot,MOL_Japan_SEO,MOL_Japan_SOLSE_VWorW,MOL_Japan_SOLSE_NWorNAA,MOL_Japan_SOLSE_Tot,MOL_Japan_NS,MOL_Japan_Tot,MOL_Korean_SEO,MOL_Korean_SOLSE_VWorW,MOL_Korean_SOLSE_NWorNAA,MOL_Korean_SOLSE_Tot,MOL_Korean_NS,MOL_Korean_Tot,MOL_Macedon_SEO,MOL_Macedon_SOLSE_VWorW,MOL_Macedon_SOLSE_NWorNAA,MOL_Macedon_SOLSE_Tot,MOL_Macedon_NS,MOL_Macedon_Tot,MOL_Maltese_SEO,MOL_Maltese_SOLSE_VWorW,MOL_Maltese_SOLSE_NWorNAA,MOL_Maltese_SOLSE_Tot,MOL_Maltese_NS,MOL_Maltese_Tot,MOL_Persian_ED_SEO,MOL_Persian_ED_SOLSE_VWorW,MOL_Persian_ED_SOLSE_NWorNAA,MOL_Persian_ED_SOLSE_Tot,MOL_Persian_ED_NS,MOL_Persian_ED_Tot,MOL_Polish_SEO,MOL_Polish_SOLSE_VWorW,MOL_Polish_SOLSE_NWorNAA,MOL_Polish_SOLSE_Tot,MOL_Polish_NS,MOL_Polish_Tot,MOL_Russian_SEO,MOL_Russian_SOLSE_VWorW,MOL_Russian_SOLSE_NWorNAA,MOL_Russian_SOLSE_Tot,MOL_Russian_NS,MOL_Russian_Tot,MOL_Samoan_SEO,MOL_Samoan_SOLSE_VWorW,MOL_Samoan_SOLSE_NWorNAA,MOL_Samoan_SOLSE_Tot,MOL_Samoan_NS,MOL_Samoan_Tot,MOL_Serbian_SEO,MOL_Serbian_SOLSE_VWorW,MOL_Serbian_SOLSE_NWorNAA,MOL_Serbian_SOLSE_Tot,MOL_Serbian_NS,MOL_Serbian_Tot,MOL_SAL_Filipin_SEO,MOL_SAL_Filipin_SOLSE_VWorW,MOL_SAL_Filipin_SOLSE_NWorNAA,MOL_SAL_Filipin_SOLSE_Tot,MOL_SAL_Filipin_NS,MOL_SAL_Filipin_Tot,MOL_SAL_Indon_SEO,MOL_SAL_Indon_SOLSE_VWorW,MOL_SAL_Indon_SOLSE_NWorNAA,MOL_SAL_Indon_SOLSE_Tot,MOL_SAL_Indon_NS,MOL_SAL_Indon_Tot,MOL_SAL_Tagalog_SEO,MOL_SAL_Tagalog_SOLSE_VWorW,MOL_SAL_Tagalog_SOLSE_NWorNAA,MOL_SAL_Tagalog_SOLSE_Tot,MOL_SAL_Tagalog_NS,MOL_SAL_Tagalog_Tot,MOL_SAL_Oth_SEO,MOL_SAL_Oth_SOLSE_VWorW
LGA11650,140949,..,..,..,..,140949,..,203,0,206,0,205,..,285,21,310,3,312,..,33,0,31,0,31,..,270,114,389,4,391,..,436,168,607,7,611,..,22,7,26,0,26,..,727,291,1020,10,1029,..,119,8,129,4,134,..,192,0,189,3,192,..,258,17,275,3,275,..,399,13,413,3,415,..,339,30,368,5,377,..,33,0,33,0,33,..,178,10,188,0,187,..,112,11,123,0,123,..,28,3,33,0,33,..,69,3,72,0,72,..,119,5,124,3,128,..,553,30,583,3,583,..,541,56,597,5,601,..,143,19,167,0,162,..,208,97,301,3,308,..,17,3,17,0,17,..,190,7,197,3,199,..,51,7,56,0,57,..,117,13,134,0,130,..,203,18,223,0,229,..,58,7,68,0,68,..,86,4,92,0,89,..,126,4,124,3,131,..,96,9,109,0,107,..,185,4,185,3,191,..,49
LGA11700,774,..,..,..,..,774,..,0,0,0,0,0,..,0,0,3,0,3,..,5,0,5,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
LGA11720,24446,..,..,..,..,24446,..,21,0,21,0,21,..,10,0,9,0,9,..,11,0,11,0,13,..,19,3,26,0,26,..,8,5,11,0,11,..,3,0,3,0,3,..,34,7,41,0,41,..,3,0,3,0,3,..,10,0,10,0,10,..,19,0,20,0,20,..,21,0,21,3,24,..,13,0,13,0,13,..,4,0,4,0,4,..,18,0,18,0,23,..,18,0,18,0,18,..,3,0,3,0,3,..,9,0,6,0,6,..,13,0,13,0,14,..,64,0,66,3,65,..,23,4,28,0,28,..,5,0,5,0,10,..,3,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,5,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,10,0,10,0,16,..,3,0,3,0,3,..,8,0,8,0,8,..,0
LGA11730,22600,..,..,..,..,22600,..,13,0,13,0,13,..,7,3,7,0,7,..,32,0,35,3,34,..,24,18,36,0,36,..,19,3,19,0,25,..,0,0,0,0,0,..,43,18,62,0,60,..,0,0,0,0,0,..,22,0,26,0,28,..,24,0,24,0,24,..,44,0,44,0,45,..,9,0,6,0,6,..,3,0,3,0,3,..,13,0,13,0,13,..,18,0,23,0,23,..,9,0,9,0,9,..,4,0,4,0,4,..,13,0,13,0,13,..,51,0,52,0,52,..,18,0,22,0,22,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,3,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,3,0,7,..,6,0,6,0,6,..,10,0,10,0,10,..,0
LGA11750,2014,..,..,..,..,2014,..,10,0,10,0,10,..,0,0,0,0,0,..,0,0,3,3,7,..,0,0,0,0,0,..,0,0,5,0,5,..,0,0,0,0,0,..,0,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,5,0,5,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,4,5,0,5,..,10,5,17,0,17,..,3,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0
LGA11800,30227,..,..,..,..,30227,..,32,0,32,0,32,..,68,11,78,0,78,..,29,0,29,0,29,..,30,23,46,3,52,..,54,40,94,3,96,..,13,3,20,0,20,..,91,72,158,6,166,..,9,0,9,0,9,..,42,0,42,0,42,..,67,3,69,0,66,..,139,4,140,6,141,..,27,3,31,0,32,..,8,10,20,0,20,..,35,3,37,0,37,..,557,99,658,14,666,..,3,0,3,0,3,..,13,3,12,0,12,..,19,0,20,0,20,..,636,114,745,14,761,..,95,7,106,0,106,..,36,8,46,0,46,..,14,12,27,0,27,..,0,0,0,0,0,..,9,0,9,0,14,..,15,3,21,0,21,..,20,0,20,0,20,..,14,0,19,0,19,..,5,0,5,0,5,..,9,0,9,0,9,..,11,0,11,0,11,..,18,0,18,0,18,..,22,0,24,0,28,..,14
LGA12000,1911,..,..,..,..,1911,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
LGA12150,1619,..,..,..,..,1619,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
LGA12350,5499,..,..,..,..,5499,..,3,0,3,0,3,..,5,0,5,0,10,..,11,0,11,0,11,..,3,0,4,0,4,..,12,9,16,0,13,..,0,0,0,0,0,..,13,4,21,0,19,..,3,0,4,0,4,..,5,0,5,0,5,..,4,0,4,0,4,..,3,0,3,0,3,..,16,0,17,0,17,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,5,0,5,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0
LGA12380,31839,..,..,..,..,31839,..,18,0,22,0,22,..,14014,2580,16596,166,16754,..,3,0,3,0,3,..,2917,1677,4598,16,4609,..,3399,3350,6746,33,6781,..,297,203,496,6,503,..,6613,5221,11838,51,11893,..,624,115,744,5,749,..,17,0,17,0,16,..,149,10,158,3,160,..,81,3,87,0,86,..,687,123,812,7,817,..,715,38,748,3,748,..,2424,103,2533,20,2553,..,1474,128,1604,19,1621,..,230,21,250,0,249,..,2683,175,2856,34,2894,..,4686,304,4989,36,5021,..,12215,764,12982,109,13094,..,771,109,881,12,892,..,41,12,55,0,54,..,1460,1127,2591,28,2618,..,64,13,74,0,74,..,553,55,601,12,615,..,957,552,1513,20,1529,..,137,21,159,0,159,..,162,26,190,3,188,..,223,36,250,9,258,..,164,28,198,0,195,..,490,12,505,5,513,..,325,31,357,3,357,..,877,21,904,10,914,..,82
LGA12700,4143,..,..,..,..,4143,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,3,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,7,0,7,0,7,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
LGA12730,3783,..,..,..,..,3783,..,12,0,12,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,9,0,9,..,9,29,32,0,32,..,0,0,0,0,0,..,9,30,40,0,40,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,12,0,12,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,7,0,7,0,7,..,0,0,0,0,0,..,3,0,3,0,3,..,13,0,17,0,17,..,15,0,15,0,15,..,0,0,0,0,0,..,7,3,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0
LGA12750,16200,..,..,..,..,16200,..,15,0,15,0,15,..,17,3,17,0,23,..,9,0,9,0,9,..,7,3,10,0,10,..,8,3,15,0,15,..,0,0,0,0,0,..,18,3,22,0,22,..,38,12,52,0,54,..,22,0,22,4,25,..,29,0,29,0,29,..,69,9,73,0,76,..,43,3,42,0,42,..,4,0,4,0,4,..,6,0,6,0,6,..,11,0,11,0,11,..,8,0,8,0,8,..,3,0,3,0,3,..,4,0,8,0,8,..,37,0,37,0,37,..,53,5,61,0,68,..,0,0,0,0,0,..,3,3,6,0,6,..,4,0,4,0,4,..,12,0,12,0,12,..,0,0,0,0,0,..,12,3,11,0,11,..,11,0,11,0,11,..,0,0,3,0,3,..,14,3,21,0,21,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,3
LGA12850,25698,..,..,..,..,25698,..,3,0,3,0,3,..,6052,1928,7983,94,8079,..,0,0,0,0,0,..,2674,1403,4079,19,4095,..,1414,1010,2424,26,2445,..,1080,420,1496,13,1504,..,5159,2835,7997,52,8048,..,1047,232,1282,13,1295,..,21,0,28,0,28,..,128,7,136,3,138,..,114,3,119,0,122,..,459,78,538,4,547,..,52,5,55,0,55,..,594,24,624,3,629,..,92,5,92,0,92,..,20,5,20,0,18,..,162,17,184,3,186,..,135,12,141,0,146,..,1054,64,1118,9,1131,..,2050,350,2399,32,2429,..,27,8,31,0,31,..,17,23,43,0,43,..,492,99,590,12,597,..,409,36,438,7,444,..,247,136,385,9,390,..,230,42,270,0,275,..,117,47,167,0,171,..,757,102,859,25,880,..,1406,398,1806,21,1825,..,247,11,252,0,257,..,146,10,153,3,160,..,559,15,571,8,581,..,92
LGA12870,5497,..,..,..,..,5497,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,3,6,0,6,..,3,0,3,0,3,..,0,0,0,0,0,..,8,3,13,0,13,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,5,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,10,0,17,0,17,..,21,3,22,0,25,..,3,0,3,0,3,..,5,3,9,0,9,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3
LGA12900,4280,..,..,..,..,4280,..,6,0,6,0,6,..,0,0,0,0,0,..,9,0,9,0,9,..,0,6,5,0,5,..,0,0,3,0,3,..,0,0,0,0,0,..,4,5,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,4,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,14,0,14,0,14,..,15,0,12,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,3,0,3,0,3,..,0
LGA12930,31034,..,..,..,..,31034,..,26,0,26,0,26,..,2378,232,2612,25,2641,..,3,0,3,0,3,..,4896,1911,6808,34,6838,..,6863,2888,9758,46,9800,..,323,152,470,0,470,..,12082,4948,17034,83,17108,..,515,71,589,6,597,..,30,0,30,3,30,..,116,4,120,0,117,..,110,3,113,0,115,..,3418,388,3810,29,3836,..,555,23,577,0,576,..,516,8,528,0,525,..,128,11,135,0,133,..,53,0,54,0,54,..,187,8,192,3,194,..,2913,102,3020,23,3040,..,4349,155,4505,26,4530,..,845,72,922,8,928,..,129,28,151,0,153,..,183,77,260,3,262,..,1386,201,1585,21,1605,..,60,0,62,3,61,..,66,8,75,3,80,..,91,3,99,0,100,..,190,35,220,0,220,..,89,10,91,0,91,..,190,33,221,3,223,..,274,12,289,0,287,..,666,75,747,0,748,..,459,21,482,0,483,..,43
LGA12950,1880,..,..,..,..,1880,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,3,5,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,5,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0
LGA13010,3722,..,..,..,..,3722,..,3,0,3,0,3,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,4,8,0,8,..,0,0,0,0,0,..,0,4,9,0,9,..,0,0,0,0,0,..,3,0,3,0,6,..,3,0,3,0,3,..,6,0,9,0,9,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,6,0,6,..,16,0,16,0,16,..,3,0,7,0,7,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3
LGA13310,12764,..,..,..,..,12764,..,10,0,10,0,15,..,36,3,47,0,47,..,0,0,0,0,0,..,19,6,27,0,27,..,20,7,28,4,31,..,3,0,3,0,3,..,44,19,62,4,63,..,3,0,3,0,3,..,16,0,16,0,16,..,20,0,20,0,20,..,32,0,32,3,32,..,43,8,43,0,48,..,9,4,15,0,14,..,20,3,22,0,22,..,14,0,19,0,19,..,11,0,11,0,12,..,10,0,10,0,10,..,30,0,32,0,32,..,93,12,97,3,100,..,32,3,34,4,35,..,0,4,4,0,4,..,9,27,35,0,35,..,6,0,6,0,6,..,9,0,9,0,9,..,9,0,9,0,9,..,6,0,6,0,3,..,6,0,6,0,6,..,4,0,6,0,6,..,5,0,6,0,11,..,13,0,13,0,13,..,3,0,3,0,3,..,14,0,14,0,14,..,3
LGA13340,4769,..,..,..,..,4769,..,0,0,0,0,0,..,5,3,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,4,4,0,4,..,0,0,0,0,0,..,10,0,10,0,13,..,3,3,6,0,6,..,11,0,15,0,12,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0
LGA13450,8883,..,..,..,..,8883,..,23,0,21,0,21,..,25,7,28,0,28,..,3,0,3,0,3,..,16,8,30,0,25,..,16,76,97,0,97,..,0,3,3,0,3,..,40,88,126,0,128,..,0,0,0,0,0,..,10,0,7,0,7,..,7,0,6,0,6,..,11,4,14,0,14,..,3,0,3,0,3,..,7,0,7,0,7,..,40,14,45,0,45,..,337,88,421,4,431,..,8,0,8,0,8,..,34,7,38,0,39,..,113,26,136,3,140,..,528,131,659,6,668,..,808,112,914,9,928,..,3,0,4,0,4,..,3,5,11,0,11,..,6,0,6,0,6,..,7,0,5,0,5,..,8,3,14,0,14,..,3,0,3,0,3,..,6,0,3,0,3,..,96,22,113,7,125,..,0,0,0,0,0,..,26,0,26,0,26,..,0,0,0,0,0,..,43,0,43,0,43,..,24
LGA13510,5009,..,..,..,..,5009,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,8,3,16,0,16,..,0,0,0,0,0,..,12,3,22,0,22,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,9,0,9,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,3,3,3,0,3,..,7,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,10,4,17,0,17,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,8,0,8,..,0,0,0,0,0,..,11,0,11,0,11,..,0
LGA13550,5501,..,..,..,..,5501,..,10,0,10,0,10,..,3,0,3,0,3,..,3,0,3,0,3,..,6,0,6,0,6,..,16,8,20,0,20,..,0,0,0,0,0,..,21,7,28,0,28,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,8,0,8,..,5,0,5,0,5,..,4,0,6,0,6,..,3,8,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,5,0,5,0,5,..,0
LGA13660,2352,..,..,..,..,2352,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,4,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,4,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0
